ledger_id,account_id,event_type,session_id,credits_delta,cash_kes,balance_after,reason,created_at
LED-003017,HH-0374,green_reward,SYN-01167,11,0,262,green cooking behavior reward,2025-06-13T14:49:00
LED-003018,HH-0374,cook_charge,SYN-01282,-16,0,246,0.651 kWh cooking charge,2025-06-14T20:32:00
LED-003019,HH-0374,cook_charge,SYN-01306,-10,0,236,0.406 kWh cooking charge,2025-06-15T07:26:00
LED-003020,HH-0374,orange_reward,SYN-01306,3,0,239,orange cooking behavior reward,2025-06-15T07:26:00
LED-003021,HH-0374,cook_charge,SYN-01346,-16,0,223,0.651 kWh cooking charge,2025-06-15T15:18:00
LED-003022,HH-0374,green_reward,SYN-01346,18,0,241,green cooking behavior reward,2025-06-15T15:18:00
LED-003023,HH-0374,cook_charge,SYN-01375,-19,0,222,0.758 kWh cooking charge,2025-06-15T19:58:00
LED-003024,HH-0374,cook_charge,SYN-01408,-6,0,216,0.231 kWh cooking charge,2025-06-16T08:11:00
LED-003025,HH-0374,cook_charge,SYN-01464,-4,0,212,0.144 kWh cooking charge,2025-06-16T19:48:00
LED-003026,HH-0374,cook_charge,SYN-01529,-9,0,203,0.337 kWh cooking charge,2025-06-17T15:07:00
LED-003027,HH-0374,green_reward,SYN-01529,12,0,215,green cooking behavior reward,2025-06-17T15:07:00
LED-003028,HH-0374,cook_charge,SYN-01551,-5,0,210,0.187 kWh cooking charge,2025-06-17T19:38:00
LED-003029,HH-0374,cook_charge,SYN-01618,-5,0,205,0.191 kWh cooking charge,2025-06-18T14:43:00
LED-003030,HH-0374,green_reward,SYN-01618,9,0,214,green cooking behavior reward,2025-06-18T14:43:00
LED-003031,HH-0374,cook_charge,SYN-01643,-5,0,209,0.167 kWh cooking charge,2025-06-18T19:45:00
LED-003032,HH-0374,cook_charge,SYN-01667,-10,0,199,0.39 kWh cooking charge,2025-06-19T08:01:00
LED-003033,HH-0374,orange_reward,SYN-01667,3,0,202,orange cooking behavior reward,2025-06-19T08:01:00
LED-003034,HH-0374,cook_charge,SYN-01791,-7,0,195,0.27 kWh cooking charge,2025-06-20T14:40:00
LED-003035,HH-0374,green_reward,SYN-01791,11,0,206,green cooking behavior reward,2025-06-20T14:40:00
LED-003036,HH-0374,cook_charge,SYN-01818,-8,0,198,0.3 kWh cooking charge,2025-06-20T19:52:00
LED-003037,HH-0374,cook_charge,SYN-01965,-9,0,189,0.358 kWh cooking charge,2025-06-22T14:50:00
LED-003038,HH-0374,green_reward,SYN-01965,12,0,201,green cooking behavior reward,2025-06-22T14:50:00
LED-003039,HH-0374,cook_charge,SYN-02081,-4,0,197,0.137 kWh cooking charge,2025-06-23T19:58:00
LED-003040,HH-0374,cook_charge,SYN-02139,-13,0,184,0.512 kWh cooking charge,2025-06-24T15:10:00
LED-003041,HH-0374,green_reward,SYN-02139,15,0,199,green cooking behavior reward,2025-06-24T15:10:00
LED-003042,HH-0374,cook_charge,SYN-02241,-9,0,190,0.366 kWh cooking charge,2025-06-25T14:52:00
LED-003043,HH-0374,green_reward,SYN-02241,13,0,203,green cooking behavior reward,2025-06-25T14:52:00
LED-003044,HH-0374,cook_charge,SYN-02297,-18,0,185,0.709 kWh cooking charge,2025-06-26T07:54:00
LED-003045,HH-0374,orange_reward,SYN-02297,6,0,191,orange cooking behavior reward,2025-06-26T07:54:00
LED-003046,HH-0374,cook_charge,SYN-02484,-11,0,180,0.445 kWh cooking charge,2025-06-28T07:58:00
LED-003047,HH-0374,orange_reward,SYN-02484,4,0,184,orange cooking behavior reward,2025-06-28T07:58:00
LED-003048,HH-0374,cook_charge,SYN-02547,-4,0,180,0.144 kWh cooking charge,2025-06-28T19:39:00
LED-003049,HH-0374,cook_charge,SYN-02576,-7,0,173,0.262 kWh cooking charge,2025-06-29T07:44:00
LED-003050,HH-0374,orange_reward,SYN-02576,2,0,175,orange cooking behavior reward,2025-06-29T07:44:00
LED-003051,HH-0374,cook_charge,SYN-02621,-5,0,170,0.167 kWh cooking charge,2025-06-29T15:06:00
LED-003052,HH-0374,green_reward,SYN-02621,9,0,179,green cooking behavior reward,2025-06-29T15:06:00
LED-003053,HH-0374,cook_charge,SYN-02676,-11,0,168,0.447 kWh cooking charge,2025-06-30T08:05:00
LED-003054,HH-0377,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-003055,HH-0377,cook_charge,SYN-00015,-12,0,308,0.485 kWh cooking charge,2025-06-01T07:35:00
LED-003056,HH-0377,orange_reward,SYN-00015,4,0,312,orange cooking behavior reward,2025-06-01T07:35:00
LED-003057,HH-0377,cook_charge,SYN-00124,-12,0,300,0.496 kWh cooking charge,2025-06-02T11:55:00
LED-003058,HH-0377,green_reward,SYN-00124,15,0,315,green cooking behavior reward,2025-06-02T11:55:00
LED-003059,HH-0377,cook_charge,SYN-00217,-6,0,309,0.22 kWh cooking charge,2025-06-03T08:01:00
LED-003060,HH-0377,orange_reward,SYN-00217,2,0,311,orange cooking behavior reward,2025-06-03T08:01:00
LED-003061,HH-0377,cook_charge,SYN-00426,-9,0,302,0.349 kWh cooking charge,2025-06-05T12:35:00
LED-003062,HH-0377,green_reward,SYN-00426,12,0,314,green cooking behavior reward,2025-06-05T12:35:00
LED-003063,HH-0377,cook_charge,SYN-00563,-12,0,302,0.465 kWh cooking charge,2025-06-06T20:59:00
LED-003064,HH-0377,cook_charge,SYN-00582,-13,0,289,0.52 kWh cooking charge,2025-06-07T07:42:00
LED-003065,HH-0377,orange_reward,SYN-00582,4,0,293,orange cooking behavior reward,2025-06-07T07:42:00
LED-003066,HH-0377,cook_charge,SYN-00763,-11,0,282,0.417 kWh cooking charge,2025-06-09T08:04:00
LED-003067,HH-0377,cook_charge,SYN-00840,-11,0,271,0.436 kWh cooking charge,2025-06-09T21:24:00
LED-003068,HH-0377,cook_charge,SYN-00861,-14,0,257,0.571 kWh cooking charge,2025-06-10T08:03:00
LED-003069,HH-0377,orange_reward,SYN-00861,5,0,262,orange cooking behavior reward,2025-06-10T08:03:00
LED-003070,HH-0377,cook_charge,SYN-00879,-13,0,249,0.525 kWh cooking charge,2025-06-10T12:04:00
LED-003071,HH-0377,green_reward,SYN-00879,15,0,264,green cooking behavior reward,2025-06-10T12:04:00
LED-003072,HH-0377,cook_charge,SYN-00957,-6,0,258,0.239 kWh cooking charge,2025-06-11T11:48:00
LED-003073,HH-0377,green_reward,SYN-00957,10,0,268,green cooking behavior reward,2025-06-11T11:48:00
LED-003074,HH-0377,cook_charge,SYN-01016,-13,0,255,0.528 kWh cooking charge,2025-06-11T20:58:00
LED-003075,HH-0377,cook_charge,SYN-01059,-9,0,246,0.351 kWh cooking charge,2025-06-12T12:08:00
LED-003076,HH-0377,green_reward,SYN-01059,12,0,258,green cooking behavior reward,2025-06-12T12:08:00
LED-003077,HH-0377,cook_charge,SYN-01108,-6,0,252,0.238 kWh cooking charge,2025-06-12T20:57:00
LED-003078,HH-0377,cook_charge,SYN-01147,-15,0,237,0.622 kWh cooking charge,2025-06-13T12:11:00
LED-003079,HH-0377,green_reward,SYN-01147,17,0,254,green cooking behavior reward,2025-06-13T12:11:00
LED-003080,HH-0377,cook_charge,SYN-01214,-5,0,249,0.191 kWh cooking charge,2025-06-14T07:26:00
LED-003081,HH-0377,orange_reward,SYN-01214,2,0,251,orange cooking behavior reward,2025-06-14T07:26:00
LED-003082,HH-0377,cook_charge,SYN-01329,-15,0,236,0.611 kWh cooking charge,2025-06-15T12:12:00
LED-003083,HH-0377,green_reward,SYN-01329,17,0,253,green cooking behavior reward,2025-06-15T12:12:00
LED-003084,HH-0377,cook_charge,SYN-01382,-8,0,245,0.297 kWh cooking charge,2025-06-15T20:33:00
LED-003085,HH-0377,cook_charge,SYN-01400,-7,0,238,0.272 kWh cooking charge,2025-06-16T07:18:00
LED-003086,HH-0377,cook_charge,SYN-01472,-10,0,228,0.391 kWh cooking charge,2025-06-16T21:19:00
LED-003087,HH-0377,cook_charge,SYN-01559,-16,0,212,0.632 kWh cooking charge,2025-06-17T20:51:00
LED-003088,HH-0377,cook_charge,SYN-01581,-8,0,204,0.3 kWh cooking charge,2025-06-18T08:12:00
LED-003089,HH-0377,orange_reward,SYN-01581,2,0,206,orange cooking behavior reward,2025-06-18T08:12:00
LED-003090,HH-0377,cook_charge,SYN-01595,-5,0,201,0.185 kWh cooking charge,2025-06-18T11:55:00
LED-003091,HH-0377,green_reward,SYN-01595,9,0,210,green cooking behavior reward,2025-06-18T11:55:00
LED-003092,HH-0377,cook_charge,SYN-01650,-8,0,202,0.303 kWh cooking charge,2025-06-18T20:26:00
LED-003093,HH-0377,cook_charge,SYN-01855,-8,0,194,0.309 kWh cooking charge,2025-06-21T11:54:00
LED-003094,HH-0377,green_reward,SYN-01855,12,0,206,green cooking behavior reward,2025-06-21T11:54:00
LED-003095,HH-0377,cook_charge,SYN-01914,-6,0,200,0.248 kWh cooking charge,2025-06-21T21:11:00
LED-003096,HH-0377,cook_charge,SYN-01936,-8,0,192,0.306 kWh cooking charge,2025-06-22T07:38:00
LED-003097,HH-0377,cook_charge,SYN-02003,-5,0,187,0.199 kWh cooking charge,2025-06-22T20:51:00
LED-003098,HH-0377,cook_charge,SYN-02040,-13,0,174,0.537 kWh cooking charge,2025-06-23T12:00:00
LED-003099,HH-0377,green_reward,SYN-02040,16,0,190,green cooking behavior reward,2025-06-23T12:00:00
LED-003100,HH-0377,cook_charge,SYN-02120,-4,0,186,0.146 kWh cooking charge,2025-06-24T11:37:00
LED-003101,HH-0377,green_reward,SYN-02120,9,0,195,green cooking behavior reward,2025-06-24T11:37:00
LED-003102,HH-0377,cook_charge,SYN-02205,-4,0,191,0.146 kWh cooking charge,2025-06-25T08:09:00
LED-003103,HH-0377,orange_reward,SYN-02205,1,0,192,orange cooking behavior reward,2025-06-25T08:09:00
LED-003104,HH-0377,cook_charge,SYN-02219,-12,0,180,0.494 kWh cooking charge,2025-06-25T12:17:00
LED-003105,HH-0377,green_reward,SYN-02219,15,0,195,green cooking behavior reward,2025-06-25T12:17:00
LED-003106,HH-0377,cook_charge,SYN-02394,-6,0,189,0.211 kWh cooking charge,2025-06-27T07:36:00
LED-003107,HH-0377,orange_reward,SYN-02394,2,0,191,orange cooking behavior reward,2025-06-27T07:36:00
LED-003108,HH-0377,cook_charge,SYN-02483,-13,0,178,0.501 kWh cooking charge,2025-06-28T07:48:00
LED-003109,HH-0377,orange_reward,SYN-02483,4,0,182,orange cooking behavior reward,2025-06-28T07:48:00
LED-003110,HH-0377,cook_charge,SYN-02550,-6,0,176,0.249 kWh cooking charge,2025-06-28T20:36:00
LED-003111,HH-0377,cook_charge,SYN-02574,-7,0,169,0.268 kWh cooking charge,2025-06-29T07:19:00
LED-003112,HH-0377,orange_reward,SYN-02574,2,0,171,orange cooking behavior reward,2025-06-29T07:19:00
LED-003113,HH-0377,cook_charge,SYN-02593,-14,0,157,0.575 kWh cooking charge,2025-06-29T12:14:00
LED-003114,HH-0377,green_reward,SYN-02593,16,0,173,green cooking behavior reward,2025-06-29T12:14:00
LED-003115,HH-0377,cook_charge,SYN-02653,-21,0,152,0.865 kWh cooking charge,2025-06-29T21:13:00
LED-003116,HH-0377,cook_charge,SYN-02679,-8,0,144,0.303 kWh cooking charge,2025-06-30T08:01:00
LED-003117,HH-0377,cook_charge,SYN-02738,-9,0,135,0.34 kWh cooking charge,2025-06-30T20:51:00
LED-003118,HH-0381,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-003119,HH-0381,cook_charge,SYN-00055,-15,0,305,0.612 kWh cooking charge,2025-06-01T13:14:00
LED-003120,HH-0381,green_reward,SYN-00055,17,0,322,green cooking behavior reward,2025-06-01T13:14:00
LED-003121,HH-0381,cook_charge,SYN-00183,-5,0,317,0.204 kWh cooking charge,2025-06-02T19:50:00
LED-003122,HH-0381,cook_charge,SYN-00281,-5,0,312,0.194 kWh cooking charge,2025-06-03T19:24:00
LED-003123,HH-0381,cook_charge,SYN-00305,-14,0,298,0.582 kWh cooking charge,2025-06-04T07:02:00
LED-003124,HH-0381,cook_charge,SYN-00437,-7,0,291,0.263 kWh cooking charge,2025-06-05T13:21:00
LED-003125,HH-0381,green_reward,SYN-00437,11,0,302,green cooking behavior reward,2025-06-05T13:21:00
LED-003126,HH-0381,cook_charge,SYN-00735,-10,0,292,0.407 kWh cooking charge,2025-06-08T20:05:00
LED-003127,HH-0381,cook_charge,SYN-00892,-10,0,282,0.4 kWh cooking charge,2025-06-10T12:57:00
LED-003128,HH-0381,green_reward,SYN-00892,13,0,295,green cooking behavior reward,2025-06-10T12:57:00
LED-003129,HH-0381,cook_charge,SYN-01012,-5,0,290,0.173 kWh cooking charge,2025-06-11T19:26:00
LED-003130,HH-0381,cook_charge,SYN-01061,-9,0,281,0.335 kWh cooking charge,2025-06-12T12:38:00
LED-003131,HH-0381,green_reward,SYN-01061,12,0,293,green cooking behavior reward,2025-06-12T12:38:00
LED-003132,HH-0381,cook_charge,SYN-01300,-8,0,285,0.298 kWh cooking charge,2025-06-15T06:49:00
LED-003133,HH-0381,cook_charge,SYN-01331,-6,0,279,0.243 kWh cooking charge,2025-06-15T12:49:00
LED-003134,HH-0381,green_reward,SYN-01331,10,0,289,green cooking behavior reward,2025-06-15T12:49:00
LED-003135,HH-0381,cook_charge,SYN-01513,-9,0,280,0.372 kWh cooking charge,2025-06-17T12:44:00
LED-003136,HH-0381,green_reward,SYN-01513,13,0,293,green cooking behavior reward,2025-06-17T12:44:00
LED-003137,HH-0381,cook_charge,SYN-01562,-12,0,281,0.48 kWh cooking charge,2025-06-18T06:49:00
LED-003138,HH-0381,cook_charge,SYN-01598,-17,0,264,0.68 kWh cooking charge,2025-06-18T12:57:00
LED-003139,HH-0381,green_reward,SYN-01598,18,0,282,green cooking behavior reward,2025-06-18T12:57:00
LED-003140,HH-0381,cook_charge,SYN-01835,-3,0,279,0.102 kWh cooking charge,2025-06-21T06:41:00
LED-003141,HH-0381,cook_charge,SYN-02165,-8,0,271,0.311 kWh cooking charge,2025-06-24T19:46:00
LED-003142,HH-0381,cook_charge,SYN-02187,-14,0,257,0.561 kWh cooking charge,2025-06-25T07:00:00
LED-003143,HH-0381,cook_charge,SYN-02371,-10,0,247,0.407 kWh cooking charge,2025-06-26T19:50:00
LED-003144,HH-0381,cook_charge,SYN-02475,-4,0,243,0.154 kWh cooking charge,2025-06-28T06:53:00
LED-003145,HH-0381,cook_charge,SYN-02559,-4,0,239,0.147 kWh cooking charge,2025-06-29T06:28:00
LED-003146,HH-0381,cook_charge,SYN-02696,-18,0,221,0.741 kWh cooking charge,2025-06-30T13:07:00
LED-003147,HH-0381,green_reward,SYN-02696,19,0,240,green cooking behavior reward,2025-06-30T13:07:00
LED-003148,HH-0382,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-003149,HH-0382,cook_charge,SYN-00058,-10,0,310,0.378 kWh cooking charge,2025-06-01T13:47:00
LED-003150,HH-0382,green_reward,SYN-00058,13,0,323,green cooking behavior reward,2025-06-01T13:47:00
LED-003151,HH-0382,cook_charge,SYN-00076,-9,0,314,0.354 kWh cooking charge,2025-06-01T18:51:00
LED-003152,HH-0382,cook_charge,SYN-00153,-8,0,306,0.297 kWh cooking charge,2025-06-02T14:02:00
LED-003153,HH-0382,green_reward,SYN-00153,11,0,317,green cooking behavior reward,2025-06-02T14:02:00
LED-003154,HH-0382,cook_charge,SYN-00169,-15,0,302,0.588 kWh cooking charge,2025-06-02T18:55:00
LED-003155,HH-0382,cook_charge,SYN-00248,-9,0,293,0.373 kWh cooking charge,2025-06-03T13:46:00
LED-003156,HH-0382,green_reward,SYN-00248,13,0,306,green cooking behavior reward,2025-06-03T13:46:00
LED-003157,HH-0382,cook_charge,SYN-00614,-6,0,300,0.239 kWh cooking charge,2025-06-07T13:47:00
LED-003158,HH-0382,green_reward,SYN-00614,10,0,310,green cooking behavior reward,2025-06-07T13:47:00
LED-003159,HH-0382,cook_charge,SYN-00639,-15,0,295,0.61 kWh cooking charge,2025-06-07T19:25:00
LED-003160,HH-0382,cook_charge,SYN-00704,-19,0,276,0.754 kWh cooking charge,2025-06-08T14:03:00
LED-003161,HH-0382,green_reward,SYN-00704,20,0,296,green cooking behavior reward,2025-06-08T14:03:00
LED-003162,HH-0382,cook_charge,SYN-00897,-7,0,289,0.28 kWh cooking charge,2025-06-10T13:59:00
LED-003163,HH-0382,green_reward,SYN-00897,11,0,300,green cooking behavior reward,2025-06-10T13:59:00
LED-003164,HH-0382,cook_charge,SYN-00920,-5,0,295,0.204 kWh cooking charge,2025-06-10T19:22:00
LED-003165,HH-0382,cook_charge,SYN-01072,-8,0,287,0.308 kWh cooking charge,2025-06-12T14:06:00
LED-003166,HH-0382,green_reward,SYN-01072,12,0,299,green cooking behavior reward,2025-06-12T14:06:00
LED-003167,HH-0382,cook_charge,SYN-01159,-20,0,279,0.821 kWh cooking charge,2025-06-13T14:06:00
LED-003168,HH-0382,green_reward,SYN-01159,21,0,300,green cooking behavior reward,2025-06-13T14:06:00
LED-003169,HH-0382,cook_charge,SYN-01184,-8,0,292,0.316 kWh cooking charge,2025-06-13T18:49:00
LED-003170,HH-0382,cook_charge,SYN-01341,-7,0,285,0.261 kWh cooking charge,2025-06-15T13:54:00
LED-003171,HH-0382,green_reward,SYN-01341,11,0,296,green cooking behavior reward,2025-06-15T13:54:00
LED-003172,HH-0382,cook_charge,SYN-01372,-5,0,291,0.205 kWh cooking charge,2025-06-15T18:56:00
LED-003173,HH-0382,cook_charge,SYN-01614,-11,0,280,0.458 kWh cooking charge,2025-06-18T14:00:00
LED-003174,HH-0382,green_reward,SYN-01614,14,0,294,green cooking behavior reward,2025-06-18T14:00:00
LED-003175,HH-0382,cook_charge,SYN-01812,-6,0,288,0.229 kWh cooking charge,2025-06-20T18:47:00
LED-003176,HH-0382,cook_charge,SYN-01878,-5,0,283,0.206 kWh cooking charge,2025-06-21T14:20:00
LED-003177,HH-0382,green_reward,SYN-01878,10,0,293,green cooking behavior reward,2025-06-21T14:20:00
LED-003178,HH-0382,cook_charge,SYN-01893,-4,0,289,0.15 kWh cooking charge,2025-06-21T18:31:00
LED-003179,HH-0382,cook_charge,SYN-02069,-8,0,281,0.326 kWh cooking charge,2025-06-23T18:55:00
LED-003180,HH-0382,cook_charge,SYN-02150,-7,0,274,0.253 kWh cooking charge,2025-06-24T18:26:00
LED-003181,HH-0382,cook_charge,SYN-02331,-4,0,270,0.141 kWh cooking charge,2025-06-26T13:23:00
LED-003182,HH-0382,green_reward,SYN-02331,9,0,279,green cooking behavior reward,2025-06-26T13:23:00
LED-003183,HH-0382,cook_charge,SYN-02361,-7,0,272,0.273 kWh cooking charge,2025-06-26T18:57:00
LED-003184,HH-0382,cook_charge,SYN-02444,-6,0,266,0.242 kWh cooking charge,2025-06-27T18:46:00
LED-003185,HH-0382,cook_charge,SYN-02707,-13,0,253,0.512 kWh cooking charge,2025-06-30T14:14:00
LED-003186,HH-0382,green_reward,SYN-02707,15,0,268,green cooking behavior reward,2025-06-30T14:14:00
LED-003187,HH-0403,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-003188,HH-0403,cook_charge,SYN-00065,-18,0,302,0.716 kWh cooking charge,2025-06-01T15:18:00
LED-003189,HH-0403,green_reward,SYN-00065,19,0,321,green cooking behavior reward,2025-06-01T15:18:00
LED-003190,HH-0403,cook_charge,SYN-00186,-14,0,307,0.577 kWh cooking charge,2025-06-02T20:55:00
LED-003191,HH-0403,cook_charge,SYN-00325,-8,0,299,0.317 kWh cooking charge,2025-06-04T08:37:00
LED-003192,HH-0403,orange_reward,SYN-00325,3,0,302,orange cooking behavior reward,2025-06-04T08:37:00
LED-003193,HH-0403,cook_charge,SYN-00363,-8,0,294,0.327 kWh cooking charge,2025-06-04T14:44:00
LED-003194,HH-0403,green_reward,SYN-00363,12,0,306,green cooking behavior reward,2025-06-04T14:44:00
LED-003195,HH-0403,cook_charge,SYN-00448,-9,0,297,0.362 kWh cooking charge,2025-06-05T15:10:00
LED-003196,HH-0403,green_reward,SYN-00448,13,0,310,green cooking behavior reward,2025-06-05T15:10:00
LED-003197,HH-0403,cook_charge,SYN-00535,-12,0,298,0.461 kWh cooking charge,2025-06-06T15:19:00
LED-003198,HH-0403,green_reward,SYN-00535,14,0,312,green cooking behavior reward,2025-06-06T15:19:00
LED-003199,HH-0403,cook_charge,SYN-00562,-15,0,297,0.612 kWh cooking charge,2025-06-06T20:52:00
LED-003200,HH-0403,cook_charge,SYN-00619,-8,0,289,0.32 kWh cooking charge,2025-06-07T14:49:00
LED-003201,HH-0403,green_reward,SYN-00619,12,0,301,green cooking behavior reward,2025-06-07T14:49:00
LED-003202,HH-0403,cook_charge,SYN-00742,-5,0,296,0.192 kWh cooking charge,2025-06-08T21:00:00
LED-003203,HH-0403,cook_charge,SYN-00803,-8,0,288,0.296 kWh cooking charge,2025-06-09T15:03:00
LED-003204,HH-0403,green_reward,SYN-00803,11,0,299,green cooking behavior reward,2025-06-09T15:03:00
LED-003205,HH-0403,cook_charge,SYN-00839,-13,0,286,0.533 kWh cooking charge,2025-06-09T20:55:00
LED-003206,HH-0403,cook_charge,SYN-00949,-6,0,280,0.225 kWh cooking charge,2025-06-11T08:50:00
LED-003207,HH-0403,orange_reward,SYN-00949,2,0,282,orange cooking behavior reward,2025-06-11T08:50:00
LED-003208,HH-0403,cook_charge,SYN-01107,-18,0,264,0.743 kWh cooking charge,2025-06-12T20:56:00
LED-003209,HH-0403,cook_charge,SYN-01133,-8,0,256,0.294 kWh cooking charge,2025-06-13T09:16:00
LED-003210,HH-0403,orange_reward,SYN-01133,2,0,258,orange cooking behavior reward,2025-06-13T09:16:00
LED-003211,HH-0403,cook_charge,SYN-01192,-11,0,247,0.419 kWh cooking charge,2025-06-13T21:08:00
LED-003212,HH-0403,cook_charge,SYN-01223,-14,0,233,0.567 kWh cooking charge,2025-06-14T09:21:00
LED-003213,HH-0403,orange_reward,SYN-01223,5,0,238,orange cooking behavior reward,2025-06-14T09:21:00
LED-003214,HH-0403,cook_charge,SYN-01259,-10,0,228,0.397 kWh cooking charge,2025-06-14T15:17:00
LED-003215,HH-0403,green_reward,SYN-01259,13,0,241,green cooking behavior reward,2025-06-14T15:17:00
LED-003216,HH-0403,cook_charge,SYN-01383,-6,0,235,0.244 kWh cooking charge,2025-06-15T20:51:00
LED-003217,HH-0403,cook_charge,SYN-01530,-15,0,220,0.609 kWh cooking charge,2025-06-17T15:23:00
LED-003218,HH-0403,green_reward,SYN-01530,17,0,237,green cooking behavior reward,2025-06-17T15:23:00
LED-003219,HH-0403,cook_charge,SYN-01649,-4,0,233,0.158 kWh cooking charge,2025-06-18T20:19:00
LED-003220,HH-0403,cook_charge,SYN-01940,-10,0,223,0.378 kWh cooking charge,2025-06-22T09:34:00
LED-003221,HH-0403,orange_reward,SYN-01940,3,0,226,orange cooking behavior reward,2025-06-22T09:34:00
LED-003222,HH-0403,cook_charge,SYN-02005,-16,0,210,0.647 kWh cooking charge,2025-06-22T21:27:00
LED-003223,HH-0403,cook_charge,SYN-02027,-9,0,201,0.355 kWh cooking charge,2025-06-23T08:51:00
LED-003224,HH-0403,cook_charge,SYN-02084,-7,0,194,0.287 kWh cooking charge,2025-06-23T20:56:00
LED-003225,HH-0403,cook_charge,SYN-02172,-7,0,187,0.264 kWh cooking charge,2025-06-24T20:48:00
LED-003226,HH-0403,cook_charge,SYN-02209,-7,0,180,0.286 kWh cooking charge,2025-06-25T08:53:00
LED-003227,HH-0403,orange_reward,SYN-02209,2,0,182,orange cooking behavior reward,2025-06-25T08:53:00
LED-003228,HH-0403,cook_charge,SYN-02243,-10,0,172,0.411 kWh cooking charge,2025-06-25T15:07:00
LED-003229,HH-0403,green_reward,SYN-02243,13,0,185,green cooking behavior reward,2025-06-25T15:07:00
LED-003230,HH-0403,cook_charge,SYN-02401,-8,0,177,0.323 kWh cooking charge,2025-06-27T08:34:00
LED-003231,HH-0403,orange_reward,SYN-02401,3,0,180,orange cooking behavior reward,2025-06-27T08:34:00
LED-003232,HH-0403,cook_charge,SYN-02433,-7,0,173,0.254 kWh cooking charge,2025-06-27T14:43:00
LED-003233,HH-0403,green_reward,SYN-02433,11,0,184,green cooking behavior reward,2025-06-27T14:43:00
LED-003234,HH-0403,cook_charge,SYN-02618,-19,0,165,0.791 kWh cooking charge,2025-06-29T15:12:00
LED-003235,HH-0403,green_reward,SYN-02618,20,0,185,green cooking behavior reward,2025-06-29T15:12:00
LED-003236,HH-0403,cook_charge,SYN-02712,-22,0,163,0.884 kWh cooking charge,2025-06-30T15:37:00
LED-003237,HH-0403,green_reward,SYN-02712,22,0,185,green cooking behavior reward,2025-06-30T15:37:00
LED-003238,HH-0403,cook_charge,SYN-02740,-9,0,176,0.344 kWh cooking charge,2025-06-30T21:12:00
LED-003239,HH-0406,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-003240,HH-0406,cook_charge,SYN-00229,-9,0,311,0.368 kWh cooking charge,2025-06-03T11:31:00
LED-003241,HH-0406,green_reward,SYN-00229,13,0,324,green cooking behavior reward,2025-06-03T11:31:00
LED-003242,HH-0406,cook_charge,SYN-00278,-11,0,313,0.441 kWh cooking charge,2025-06-03T19:07:00
LED-003243,HH-0406,cook_charge,SYN-00340,-8,0,305,0.317 kWh cooking charge,2025-06-04T11:52:00
LED-003244,HH-0406,green_reward,SYN-00340,12,0,317,green cooking behavior reward,2025-06-04T11:52:00
LED-003245,HH-0406,cook_charge,SYN-00372,-5,0,312,0.19 kWh cooking charge,2025-06-04T18:46:00
LED-003246,HH-0406,cook_charge,SYN-00598,-7,0,305,0.268 kWh cooking charge,2025-06-07T11:51:00
LED-003247,HH-0406,green_reward,SYN-00598,11,0,316,green cooking behavior reward,2025-06-07T11:51:00
LED-003248,HH-0406,cook_charge,SYN-00775,-8,0,308,0.317 kWh cooking charge,2025-06-09T11:41:00
LED-003249,HH-0406,green_reward,SYN-00775,12,0,320,green cooking behavior reward,2025-06-09T11:41:00
LED-003250,HH-0406,cook_charge,SYN-00829,-10,0,310,0.4 kWh cooking charge,2025-06-09T18:52:00
LED-003251,HH-0406,cook_charge,SYN-00963,-7,0,303,0.261 kWh cooking charge,2025-06-11T11:45:00
LED-003252,HH-0406,green_reward,SYN-00963,11,0,314,green cooking behavior reward,2025-06-11T11:45:00
LED-003253,HH-0406,cook_charge,SYN-01005,-4,0,310,0.158 kWh cooking charge,2025-06-11T18:34:00
LED-003254,HH-0406,cook_charge,SYN-01052,-10,0,300,0.407 kWh cooking charge,2025-06-12T11:36:00
LED-003255,HH-0406,green_reward,SYN-01052,13,0,313,green cooking behavior reward,2025-06-12T11:36:00
LED-003256,HH-0406,cook_charge,SYN-01096,-12,0,301,0.475 kWh cooking charge,2025-06-12T19:00:00
LED-003257,HH-0406,cook_charge,SYN-01373,-8,0,293,0.321 kWh cooking charge,2025-06-15T18:57:00
LED-003258,HH-0406,cook_charge,SYN-01504,-10,0,283,0.397 kWh cooking charge,2025-06-17T11:46:00
LED-003259,HH-0406,green_reward,SYN-01504,13,0,296,green cooking behavior reward,2025-06-17T11:46:00
LED-003260,HH-0406,cook_charge,SYN-01681,-10,0,286,0.411 kWh cooking charge,2025-06-19T11:32:00
LED-003261,HH-0406,green_reward,SYN-01681,13,0,299,green cooking behavior reward,2025-06-19T11:32:00
LED-003262,HH-0406,cook_charge,SYN-01727,-6,0,293,0.209 kWh cooking charge,2025-06-19T19:07:00
LED-003263,HH-0406,cook_charge,SYN-01769,-5,0,288,0.189 kWh cooking charge,2025-06-20T11:45:00
LED-003264,HH-0406,green_reward,SYN-01769,9,0,297,green cooking behavior reward,2025-06-20T11:45:00
