household_id,head_person_id,occupants,children_count,income_band_kes_month,meal_count_per_day,breakfast_window,lunch_window,dinner_window,primary_equipment,secondary_equipment,fuel_stack,current_fuel_cost_kes_week,fuel_collection_minutes_week,time_spent_cooking_minutes_day,other_grid_uses,estimated_other_grid_kwh_week,secondary_microeconomic_activity,clean_cooking_readiness_score,fuel_stacking_risk,shiftable_cooking_score,is_minigrid_user,meter_status
HH-0401,P-01413,7,2,lower_middle,2,,13:00-14:00,20:00-21:00,charcoal stove,electric hob,charcoal stove+electric hob,841,116,120,lighting;phone charging,0.4,livestock sales,60,64,71,False,none
HH-0402,P-01420,5,0,low,3,06:00-07:00,13:00-14:00,19:00-20:00,charcoal stove,,charcoal stove,396,52,146,lighting;phone charging,0.01,casual labor,42,55,57,False,none
HH-0403,P-01425,4,3,middle,3,08:00-09:00,14:00-15:00,20:00-21:00,electric hob,firewood/open fire,electric hob+firewood/open fire,286,502,131,lighting;phone charging;small shop freezer,2.14,casual labor,97,78,78,True,metered
HH-0404,P-01429,5,2,lower_middle,3,06:00-07:00,11:00-12:00,18:00-19:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,773,218,230,lighting;phone charging,0.15,milk sales,50,64,69,False,none
HH-0405,P-01434,1,0,lower_middle,2,,12:00-13:00,18:00-19:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1129,684,104,lighting;phone charging,0.11,livestock sales,70,78,73,False,none
HH-0406,P-01435,4,1,higher,2,,11:00-12:00,18:00-19:00,electric hob,charcoal stove,charcoal stove+electric hob,680,68,86,lighting;phone charging;water pump;refrigeration,0.79,beadwork,100,78,64,True,metered
HH-0407,P-01439,5,3,low,3,06:00-07:00,11:00-12:00,19:00-20:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,788,49,130,lighting;phone charging,0.38,beadwork,64,78,79,False,none
HH-0408,P-01444,4,0,middle,3,06:00-07:00,12:00-13:00,19:00-20:00,charcoal stove,,charcoal stove,764,95,200,lighting;phone charging,0.14,casual labor,59,55,59,False,none
HH-0409,P-01448,5,0,low,3,07:00-08:00,12:00-13:00,18:00-19:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,925,450,181,lighting;phone charging,0.44,milk sales,28,88,43,False,none
HH-0410,P-01453,1,0,low,3,06:00-07:00,12:00-13:00,19:00-20:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,701,85,137,lighting;phone charging,0.41,beadwork,60,78,67,False,none
HH-0411,P-01454,1,0,low,3,06:00-07:00,14:00-15:00,18:00-19:00,firewood/open fire,,firewood/open fire,205,236,156,lighting;phone charging,0.33,casual labor,28,55,45,False,none
HH-0412,P-01455,3,1,middle,3,06:00-07:00,11:00-12:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1217,265,127,lighting;phone charging,0.18,casual labor,77,78,69,False,none
HH-0413,P-01458,6,2,middle,3,08:00-09:00,13:00-14:00,18:00-19:00,electric hob,firewood/open fire,electric hob+firewood/open fire,559,202,167,lighting;phone charging;water pump;radio;TV,1.71,casual labor,97,78,77,True,metered
HH-0414,P-01464,1,0,middle,3,06:00-07:00,13:00-14:00,17:00-18:00,charcoal stove,,charcoal stove,291,29,177,lighting;phone charging,0.46,milk sales,59,55,59,False,none
HH-0415,P-01465,3,1,lower_middle,3,06:00-07:00,14:00-15:00,18:00-19:00,firewood/open fire,,firewood/open fire,133,303,202,lighting;phone charging,0.47,milk sales,37,55,47,False,none
HH-0416,P-01468,4,2,middle,2,,12:00-13:00,17:00-18:00,electric hob,firewood/open fire,electric hob+firewood/open fire,506,356,83,lighting;phone charging;water pump;refrigeration;radio,2.51,vegetable kiosk,94,78,68,True,sub_metered
HH-0417,P-01472,3,1,middle,2,,12:00-13:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,298,373,136,lighting;phone charging,0.28,vegetable kiosk,60,64,76,False,none
HH-0418,P-01475,2,1,low,2,,11:00-12:00,20:00-21:00,firewood/open fire,,firewood/open fire,113,703,138,lighting;phone charging,0.34,casual labor,28,55,45,False,none
HH-0419,P-01477,1,0,low,2,,11:00-12:00,17:00-18:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,742,334,113,lighting;phone charging,0.36,vegetable kiosk,42,88,56,False,none
HH-0420,P-01478,3,1,lower_middle,3,06:00-07:00,12:00-13:00,19:00-20:00,electric pressure cooker,,electric pressure cooker,139,17,111,lighting;phone charging,0.29,livestock sales,71,20,76,False,none
HH-0421,P-01481,4,2,middle,2,,12:00-13:00,19:00-20:00,electric pressure cooker,LPG stove,LPG stove+electric pressure cooker,991,31,112,lighting;phone charging;water pump;TV;radio,2.07,livestock sales,93,28,63,True,metered
HH-0422,P-01485,2,1,lower_middle,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,910,521,189,lighting;phone charging,0.18,casual labor,52,64,78,False,none
HH-0423,P-01487,5,1,lower_middle,2,,12:00-13:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1115,101,107,lighting;phone charging,0.44,none,61,64,73,False,none
HH-0424,P-01492,7,4,low,2,,11:00-12:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,1031,51,133,lighting;phone charging,0.47,beadwork,53,64,73,False,none
HH-0425,P-01499,3,0,low,1,,,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,391,191,68,lighting;phone charging,0.28,livestock sales,35,64,47,False,none
HH-0426,P-01502,5,3,low,3,07:00-08:00,12:00-13:00,18:00-19:00,firewood/open fire,,firewood/open fire,291,428,238,lighting;phone charging,0.2,beadwork,31,55,54,False,none
HH-0427,P-01507,1,0,lower_middle,1,,,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,312,589,71,lighting;phone charging,0.35,livestock sales,47,64,61,False,none
HH-0428,P-01508,8,1,lower_middle,2,,12:00-13:00,17:00-18:00,electric pressure cooker,,electric pressure cooker,386,30,106,lighting;phone charging;refrigeration,2.98,casual labor,88,20,74,True,metered
HH-0429,P-01516,4,2,lower_middle,2,,13:00-14:00,18:00-19:00,charcoal stove,,charcoal stove,307,74,99,lighting;phone charging,0.31,livestock sales,51,55,61,False,none
HH-0430,P-01520,4,3,lower_middle,2,,14:00-15:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,505,546,160,lighting;phone charging,0.32,livestock sales,48,64,64,False,none
HH-0431,P-01524,4,2,lower_middle,2,,12:00-13:00,17:00-18:00,LPG stove,,LPG stove,843,6,94,lighting;phone charging,0.11,casual labor,68,20,67,False,none
HH-0432,P-01528,1,0,lower_middle,3,06:00-07:00,11:00-12:00,18:00-19:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,560,61,145,lighting;phone charging,0.26,beadwork,68,78,68,False,none
HH-0433,P-01529,6,4,middle,3,06:00-07:00,12:00-13:00,18:00-19:00,LPG stove,,LPG stove,814,19,162,lighting;phone charging;refrigeration,0.78,livestock sales,92,20,61,True,metered
HH-0434,P-01535,2,1,lower_middle,2,,11:00-12:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,381,460,100,lighting;phone charging,0.39,beadwork,48,64,62,False,none
HH-0435,P-01537,1,0,middle,3,07:00-08:00,13:00-14:00,19:00-20:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,887,118,142,lighting;phone charging,0.06,vegetable kiosk,79,78,76,False,none
HH-0436,P-01538,1,0,lower_middle,3,07:00-08:00,12:00-13:00,17:00-18:00,charcoal stove,,charcoal stove,672,25,177,lighting;phone charging,0.27,none,51,55,60,False,none
HH-0437,P-01539,4,1,middle,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,307,458,164,lighting;phone charging,0.22,beadwork,60,64,78,False,none
HH-0438,P-01543,4,2,low,3,07:00-08:00,11:00-12:00,18:00-19:00,LPG stove,,LPG stove,695,20,164,lighting;phone charging,0.09,vegetable kiosk,59,20,64,False,none
HH-0439,P-01547,2,0,low,3,06:00-07:00,11:00-12:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,732,434,211,lighting;phone charging,0.2,casual labor,43,64,74,False,none
HH-0440,P-01549,5,2,lower_middle,3,06:00-07:00,11:00-12:00,17:00-18:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1553,108,150,lighting;phone charging,0.16,casual labor,61,64,73,False,none
HH-0441,P-01554,4,3,low,3,06:00-07:00,12:00-13:00,19:00-20:00,electric pressure cooker,firewood/open fire,electric pressure cooker+firewood/open fire,314,318,164,lighting;phone charging,0.34,livestock sales,59,78,62,False,none
HH-0442,P-01558,3,0,middle,2,,11:00-12:00,20:00-21:00,LPG stove,,LPG stove,759,15,98,lighting;phone charging,0.44,livestock sales,79,20,76,False,none
HH-0443,P-01561,5,2,low,3,06:00-07:00,11:00-12:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,379,584,185,lighting;phone charging,0.21,vegetable kiosk,43,64,74,False,none
HH-0444,P-01566,1,0,lower_middle,3,06:00-07:00,12:00-13:00,18:00-19:00,electric hob,,electric hob,162,32,148,lighting;phone charging,0.13,vegetable kiosk,68,20,65,False,none
HH-0445,P-01567,4,0,low,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,408,319,190,lighting;phone charging,0.27,casual labor,40,64,62,False,none
HH-0446,P-01571,5,1,lower_middle,2,,12:00-13:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,470,625,151,lighting;phone charging,0.25,livestock sales,51,64,73,False,none
HH-0447,P-01576,2,1,low,2,,11:00-12:00,18:00-19:00,charcoal stove,,charcoal stove,341,21,108,lighting;phone charging,0.16,milk sales,40,55,51,False,none
HH-0448,P-01578,1,0,low,2,,13:00-14:00,18:00-19:00,firewood/open fire,,firewood/open fire,160,209,139,lighting;phone charging,0.23,none,32,55,57,False,none
HH-0449,P-01579,4,2,low,3,06:00-07:00,12:00-13:00,18:00-19:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1928,97,138,lighting;phone charging,0.21,vegetable kiosk,51,64,67,False,none
HH-0450,P-01583,4,2,low,3,06:00-07:00,11:00-12:00,17:00-18:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,763,101,154,lighting;phone charging,0.39,vegetable kiosk,53,64,73,False,none
HH-0451,P-01587,4,1,middle,1,,,19:00-20:00,electric pressure cooker,electric hob,electric hob+electric pressure cooker,113,0,61,lighting;phone charging;small shop freezer;refrigeration;TV,0.82,livestock sales,90,28,53,True,metered
HH-0452,P-01591,5,1,lower_middle,2,,12:00-13:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,616,665,141,lighting;phone charging,0.2,casual labor,52,64,75,False,none
HH-0453,P-01596,1,0,middle,3,08:00-09:00,14:00-15:00,17:00-18:00,LPG stove,,LPG stove,382,6,104,lighting;phone charging,0.09,casual labor,78,20,73,False,none
HH-0454,P-01597,6,4,low,1,,,20:00-21:00,firewood/open fire,electric hob,electric hob+firewood/open fire,544,709,106,lighting;phone charging,0.19,livestock sales,39,64,59,False,none
HH-0455,P-01603,4,1,lower_middle,2,,13:00-14:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1031,708,103,lighting;phone charging,0.24,beadwork,66,78,61,False,none
HH-0456,P-01607,5,3,low,2,,12:00-13:00,18:00-19:00,charcoal stove,,charcoal stove,325,42,144,lighting;phone charging,0.3,none,40,55,49,False,none
HH-0457,P-01612,6,2,middle,3,07:00-08:00,13:00-14:00,19:00-20:00,electric hob,firewood/open fire,electric hob+firewood/open fire,544,348,176,lighting;phone charging;water pump;radio,2.51,livestock sales,92,78,61,True,metered
HH-0458,P-01618,4,1,middle,2,,14:00-15:00,17:00-18:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1129,437,94,lighting;phone charging,0.37,milk sales,75,78,62,False,none
HH-0459,P-01622,2,0,low,2,,13:00-14:00,18:00-19:00,firewood/open fire,,firewood/open fire,167,575,142,lighting;phone charging,0.02,beadwork,32,55,56,False,none
HH-0460,P-01624,6,4,lower_middle,2,,12:00-13:00,19:00-20:00,electric hob,firewood/open fire,electric hob+firewood/open fire,606,359,106,lighting;phone charging,0.06,casual labor,70,78,72,False,none
HH-0461,P-01630,2,0,low,3,07:00-08:00,13:00-14:00,19:00-20:00,charcoal stove,,charcoal stove,611,61,153,lighting;phone charging,0.18,casual labor,40,55,50,False,none
HH-0462,P-01632,1,0,middle,2,,13:00-14:00,18:00-19:00,electric hob,electric pressure cooker,electric hob+electric pressure cooker,229,19,104,lighting;phone charging,0.18,casual labor,78,28,74,False,none
HH-0463,P-01633,6,2,lower_middle,2,,14:00-15:00,17:00-18:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,511,37,123,lighting;phone charging,0.08,casual labor,59,64,67,False,none
HH-0464,P-01639,4,1,low,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,794,641,209,lighting;phone charging,0.45,vegetable kiosk,44,64,76,False,none
HH-0465,P-01643,1,0,middle,3,07:00-08:00,13:00-14:00,18:00-19:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,609,211,141,lighting;phone charging,0.43,beadwork,55,88,48,False,none
HH-0466,P-01644,1,0,lower_middle,3,07:00-08:00,13:00-14:00,18:00-19:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,898,111,121,lighting;phone charging,0.33,livestock sales,58,64,63,False,none
HH-0467,P-01645,2,0,higher,3,06:00-07:00,12:00-13:00,17:00-18:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1236,111,158,lighting;phone charging;TV,0.91,vegetable kiosk,100,78,73,True,sub_metered
HH-0468,P-01647,2,0,middle,3,06:00-07:00,11:00-12:00,17:00-18:00,electric hob,LPG stove,LPG stove+electric hob,1504,9,125,lighting;phone charging,0.31,livestock sales,77,28,71,False,none
HH-0469,P-01649,8,5,higher,3,08:00-09:00,11:00-12:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,822,585,168,lighting;phone charging;TV,1.63,vegetable kiosk,100,78,61,True,sub_metered
HH-0470,P-01657,3,2,lower_middle,1,,,18:00-19:00,electric pressure cooker,,electric pressure cooker,261,11,52,lighting;phone charging,0.13,none,65,20,56,False,none
HH-0471,P-01660,3,1,low,2,,12:00-13:00,17:00-18:00,electric pressure cooker,,electric pressure cooker,250,27,78,lighting;phone charging,0.41,livestock sales,61,20,69,False,none
HH-0472,P-01663,1,0,middle,3,08:00-09:00,12:00-13:00,18:00-19:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1197,77,145,lighting;phone charging,0.05,casual labor,75,78,63,False,none
HH-0473,P-01664,1,0,higher,3,08:00-09:00,12:00-13:00,20:00-21:00,electric hob,LPG stove,LPG stove+electric hob,696,34,137,lighting;phone charging;small shop freezer,2.9,beadwork,100,28,71,True,sub_metered
HH-0474,P-01665,1,0,middle,3,07:00-08:00,12:00-13:00,18:00-19:00,charcoal stove,,charcoal stove,739,69,184,lighting;phone charging,0.28,beadwork,59,55,60,False,none
HH-0475,P-01666,6,4,low,3,08:00-09:00,14:00-15:00,18:00-19:00,charcoal stove,,charcoal stove,888,39,211,lighting;phone charging,0.03,none,43,55,59,False,none
HH-0476,P-01672,3,0,low,2,,12:00-13:00,17:00-18:00,firewood/open fire,,firewood/open fire,110,670,114,lighting;phone charging,0.14,beadwork,33,55,61,False,none
HH-0477,P-01675,4,2,lower_middle,2,,12:00-13:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,530,570,132,lighting;phone charging,0.09,livestock sales,48,64,62,False,none
HH-0478,P-01679,3,0,middle,3,07:00-08:00,13:00-14:00,18:00-19:00,charcoal stove,,charcoal stove,729,48,191,lighting;phone charging,0.22,beadwork,59,55,60,False,none
HH-0479,P-01682,4,1,lower_middle,3,07:00-08:00,14:00-15:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,1265,691,156,lighting;phone charging,0.2,milk sales,48,64,65,False,none
HH-0480,P-01686,5,3,middle,2,,12:00-13:00,17:00-18:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,890,397,116,lighting;phone charging;small shop freezer;TV;refrigeration,0.78,livestock sales,73,88,48,True,metered
HH-0481,P-01691,4,0,lower_middle,3,06:00-07:00,12:00-13:00,20:00-21:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,201,244,216,lighting;phone charging,0.19,beadwork,49,64,66,False,none
HH-0482,P-01695,3,2,middle,3,06:00-07:00,11:00-12:00,17:00-18:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,1299,575,161,lighting;phone charging,0.01,livestock sales,60,64,77,False,none
HH-0483,P-01698,3,2,lower_middle,3,07:00-08:00,14:00-15:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,322,420,214,lighting;phone charging,0.14,vegetable kiosk,48,64,63,False,none
HH-0484,P-01701,3,2,lower_middle,2,,12:00-13:00,19:00-20:00,firewood/open fire,,firewood/open fire,246,702,109,lighting;phone charging,0.39,vegetable kiosk,36,55,45,False,none
HH-0485,P-01704,6,0,middle,3,06:00-07:00,12:00-13:00,18:00-19:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1205,503,130,lighting;phone charging;radio;small shop freezer;water pump,0.49,livestock sales,97,78,78,True,metered
HH-0486,P-01710,2,1,middle,3,07:00-08:00,12:00-13:00,19:00-20:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,700,23,125,lighting;phone charging,0.47,none,78,28,73,False,none
HH-0487,P-01712,5,3,lower_middle,2,,13:00-14:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,599,108,107,lighting;phone charging,0.22,none,58,64,63,False,none
HH-0488,P-01717,5,4,middle,3,07:00-08:00,12:00-13:00,17:00-18:00,electric hob,,electric hob,120,41,149,lighting;phone charging;TV;small shop freezer,2.78,vegetable kiosk,96,20,74,True,metered
HH-0489,P-01722,1,0,low,3,07:00-08:00,12:00-13:00,18:00-19:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,263,637,201,lighting;phone charging,0.16,vegetable kiosk,41,64,68,False,none
HH-0490,P-01723,1,0,lower_middle,3,06:00-07:00,13:00-14:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1213,222,142,lighting;phone charging,0.31,vegetable kiosk,69,78,69,False,none
HH-0491,P-01724,3,0,middle,2,,12:00-13:00,18:00-19:00,LPG stove,electric hob,LPG stove+electric hob,1198,18,107,lighting;phone charging,0.07,beadwork,78,28,74,False,none
HH-0492,P-01727,1,0,middle,2,,12:00-13:00,17:00-18:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1273,120,68,lighting;phone charging,0.26,beadwork,76,78,66,False,none
HH-0493,P-01728,5,3,lower_middle,1,,,19:00-20:00,charcoal stove,,charcoal stove,600,92,69,lighting;phone charging,0.24,none,45,55,41,False,none
HH-0494,P-01733,6,3,low,3,07:00-08:00,13:00-14:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,721,67,208,lighting;phone charging,0.21,vegetable kiosk,50,64,63,False,none
HH-0495,P-01739,4,1,low,3,06:00-07:00,11:00-12:00,19:00-20:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1024,36,112,lighting;phone charging,0.47,livestock sales,62,78,73,False,none
HH-0496,P-01743,1,0,lower_middle,2,,13:00-14:00,18:00-19:00,electric pressure cooker,firewood/open fire,electric pressure cooker+firewood/open fire,570,371,89,lighting;phone charging,0.01,none,70,78,72,False,none
HH-0497,P-01744,5,1,middle,3,08:00-09:00,11:00-12:00,19:00-20:00,electric hob,electric pressure cooker,electric hob+electric pressure cooker,442,23,144,lighting;phone charging;radio;TV,1.73,none,98,28,79,True,metered
HH-0498,P-01749,5,2,low,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,326,679,196,lighting;phone charging,0.19,livestock sales,42,64,70,False,none
HH-0499,P-01754,1,0,low,3,06:00-07:00,11:00-12:00,17:00-18:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,570,274,209,lighting;phone charging,0.36,beadwork,33,88,60,False,none
HH-0500,P-01755,6,3,low,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,,firewood/open fire,151,346,184,lighting;phone charging,0.3,beadwork,30,55,51,False,none
HH-0501,P-01761,4,3,lower_middle,2,,11:00-12:00,18:00-19:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,1028,112,123,lighting;phone charging,0.13,livestock sales,58,64,62,False,none
HH-0502,P-01765,3,0,lower_middle,3,08:00-09:00,11:00-12:00,18:00-19:00,LPG stove,,LPG stove,766,23,148,lighting;phone charging,0.42,livestock sales,70,20,72,False,none
HH-0503,P-01768,3,1,low,3,07:00-08:00,12:00-13:00,20:00-21:00,firewood/open fire,electric hob,electric hob+firewood/open fire,474,309,191,lighting;phone charging,0.25,livestock sales,39,64,61,False,none
HH-0504,P-01771,6,2,lower_middle,3,06:00-07:00,13:00-14:00,18:00-19:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1354,48,182,lighting;phone charging,0.21,none,58,64,62,False,none
HH-0505,P-01777,1,0,lower_middle,3,07:00-08:00,11:00-12:00,20:00-21:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,846,42,174,lighting;phone charging,0.08,beadwork,58,64,65,False,none
HH-0506,P-01778,6,3,low,3,07:00-08:00,11:00-12:00,20:00-21:00,firewood/open fire,,firewood/open fire,88,239,176,lighting;phone charging,0.24,casual labor,30,55,51,False,none
HH-0507,P-01784,7,5,lower_middle,3,07:00-08:00,12:00-13:00,18:00-19:00,electric pressure cooker,,electric pressure cooker,256,10,148,lighting;phone charging,0.36,vegetable kiosk,71,20,77,False,none
HH-0508,P-01791,5,1,low,2,,14:00-15:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,586,186,156,lighting;phone charging,0.03,milk sales,43,64,73,False,none
HH-0509,P-01796,3,1,low,3,07:00-08:00,13:00-14:00,18:00-19:00,electric pressure cooker,firewood/open fire,electric pressure cooker+firewood/open fire,293,560,108,lighting;phone charging,0.31,milk sales,59,78,62,False,none
HH-0510,P-01799,3,2,lower_middle,3,06:00-07:00,12:00-13:00,18:00-19:00,electric pressure cooker,electric hob,electric hob+electric pressure cooker,318,11,143,lighting;phone charging,0.04,milk sales,67,28,63,False,none
HH-0511,P-01802,1,0,middle,3,07:00-08:00,12:00-13:00,17:00-18:00,LPG stove,electric hob,LPG stove+electric hob,599,12,102,lighting;phone charging,0.02,livestock sales,78,28,75,False,none
HH-0512,P-01803,4,1,lower_middle,2,,12:00-13:00,19:00-20:00,charcoal stove,electric hob,charcoal stove+electric hob,664,52,143,lighting;phone charging,0.04,beadwork,57,64,61,False,none
HH-0513,P-01807,1,0,low,3,06:00-07:00,12:00-13:00,18:00-19:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,584,324,180,lighting;phone charging,0.26,beadwork,41,88,53,False,none
HH-0514,P-01808,3,1,low,3,06:00-07:00,11:00-12:00,18:00-19:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,717,96,158,lighting;phone charging,0.14,beadwork,53,64,74,False,none
HH-0515,P-01811,1,0,lower_middle,2,,14:00-15:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,1118,324,131,lighting;phone charging,0.1,vegetable kiosk,48,64,63,False,none
HH-0516,P-01812,4,1,low,3,06:00-07:00,11:00-12:00,18:00-19:00,charcoal stove,,charcoal stove,835,112,144,lighting;phone charging,0.02,vegetable kiosk,40,55,49,False,none
HH-0517,P-01816,1,0,lower_middle,2,,11:00-12:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,635,250,129,lighting;phone charging,0.45,livestock sales,51,64,73,False,none
HH-0518,P-01817,6,3,lower_middle,3,06:00-07:00,13:00-14:00,19:00-20:00,electric pressure cooker,,electric pressure cooker,438,16,165,lighting;phone charging,0.38,milk sales,70,20,72,False,none
HH-0519,P-01823,6,1,lower_middle,3,06:00-07:00,13:00-14:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1198,71,175,lighting;phone charging,0.49,beadwork,61,64,74,False,none
HH-0520,P-01829,1,0,lower_middle,2,,11:00-12:00,17:00-18:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1094,111,82,lighting;phone charging,0.45,none,72,78,79,False,none
HH-0521,P-01830,3,0,middle,3,08:00-09:00,13:00-14:00,18:00-19:00,LPG stove,,LPG stove,779,11,135,lighting;phone charging,0.4,vegetable kiosk,79,20,78,False,none
HH-0522,P-01833,3,0,lower_middle,2,,13:00-14:00,19:00-20:00,electric hob,LPG stove,LPG stove+electric hob,989,34,78,lighting;phone charging,0.17,livestock sales,69,28,70,False,none
HH-0523,P-01836,3,0,lower_middle,2,,14:00-15:00,18:00-19:00,LPG stove,,LPG stove,387,25,96,lighting;phone charging,0.22,vegetable kiosk,69,20,69,False,none
HH-0524,P-01839,4,3,lower_middle,2,,12:00-13:00,19:00-20:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,701,189,160,lighting;phone charging,0.02,none,49,64,66,False,none
HH-0525,P-01843,1,0,lower_middle,3,07:00-08:00,12:00-13:00,18:00-19:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,880,113,99,lighting;phone charging,0.33,casual labor,67,78,62,False,none
HH-0526,P-01844,2,1,lower_middle,2,,12:00-13:00,18:00-19:00,electric pressure cooker,electric hob,electric hob+electric pressure cooker,148,29,101,lighting;phone charging,0.47,livestock sales,67,28,63,False,none
HH-0527,P-01846,5,2,middle,2,,13:00-14:00,20:00-21:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,304,352,169,lighting;phone charging;water pump;small shop freezer,0.46,casual labor,76,64,71,True,metered
HH-0528,P-01851,4,2,low,3,06:00-07:00,13:00-14:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,341,180,164,lighting;phone charging,0.33,livestock sales,42,64,69,False,none
HH-0529,P-01855,5,0,lower_middle,3,06:00-07:00,11:00-12:00,17:00-18:00,electric pressure cooker,,electric pressure cooker,367,3,117,lighting;phone charging,0.08,beadwork,72,20,79,False,none
HH-0530,P-01860,1,0,lower_middle,3,06:00-07:00,12:00-13:00,17:00-18:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,662,525,115,lighting;phone charging,0.43,none,67,78,63,False,none
HH-0531,P-01861,1,0,lower_middle,3,06:00-07:00,12:00-13:00,18:00-19:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,815,101,150,lighting;phone charging,0.17,beadwork,72,78,79,False,none
HH-0532,P-01862,3,2,lower_middle,3,06:00-07:00,12:00-13:00,17:00-18:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,855,312,202,lighting;phone charging,0.3,livestock sales,48,64,64,False,none
HH-0533,P-01865,1,0,middle,3,06:00-07:00,13:00-14:00,17:00-18:00,charcoal stove,,charcoal stove,701,66,187,lighting;phone charging,0.01,livestock sales,59,55,61,False,none
HH-0534,P-01866,1,0,lower_middle,3,07:00-08:00,14:00-15:00,19:00-20:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,1127,43,150,lighting;phone charging,0.11,vegetable kiosk,66,28,61,False,none
