session_id,account_id,entity_id,account_type,cooker_id,plug,observed_group,source,start_at,end_at,date,start_hour_eat,duration_minutes,kwh,avg_w,peak_w,slot_color,shifted_daytime
SYN-02391,HH-0187,HH-0187,household,C-SYN-HH-0187,,,synthetic_profile,2025-06-27T06:40:00,2025-06-27T07:21:00,2025-06-27,6,41,0.326,477.1,1642,red,0
SYN-02392,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-27T06:40:00,2025-06-27T06:59:00,2025-06-27,6,19,0.16,505.3,1178,red,0
SYN-02393,HH-0067,HH-0067,household,C-SYN-HH-0067,,,synthetic_profile,2025-06-27T07:00:00,2025-06-27T07:46:00,2025-06-27,7,46,0.277,361.3,2037,orange,0
SYN-02394,HH-0377,HH-0377,household,C-SYN-HH-0377,,,synthetic_profile,2025-06-27T07:00:00,2025-06-27T07:36:00,2025-06-27,7,36,0.211,351.7,1851,orange,0
SYN-02395,HH-0488,HH-0488,household,C-SYN-HH-0488,,,synthetic_profile,2025-06-27T07:00:00,2025-06-27T07:30:00,2025-06-27,7,30,0.28,560.0,989,orange,0
SYN-02396,HH-0047,HH-0047,household,C-SYN-HH-0047,,,synthetic_profile,2025-06-27T07:15:00,2025-06-27T08:07:00,2025-06-27,7,52,0.57,657.7,1689,orange,0
SYN-02397,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-27T07:20:00,2025-06-27T08:03:00,2025-06-27,7,43,0.471,657.2,1332,orange,0
SYN-02398,HH-0323,HH-0323,household,C-SYN-HH-0323,,,synthetic_profile,2025-06-27T07:30:00,2025-06-27T08:16:00,2025-06-27,7,46,0.258,336.5,1898,orange,0
SYN-02399,HH-0088,HH-0088,household,C-SYN-HH-0088,,,synthetic_profile,2025-06-27T08:00:00,2025-06-27T08:30:00,2025-06-27,8,30,0.196,392.0,1267,orange,0
SYN-02400,HH-0469,HH-0469,household,C-SYN-HH-0469,,,synthetic_profile,2025-06-27T08:00:00,2025-06-27T08:34:00,2025-06-27,8,34,0.28,494.1,1990,orange,0
SYN-02401,HH-0403,HH-0403,household,C-SYN-HH-0403,,,synthetic_profile,2025-06-27T08:10:00,2025-06-27T08:34:00,2025-06-27,8,24,0.323,807.5,1957,orange,0
SYN-02402,HH-0497,HH-0497,household,C-SYN-HH-0497,,,synthetic_profile,2025-06-27T08:20:00,2025-06-27T09:13:00,2025-06-27,8,53,0.381,431.3,1514,orange,0
SYN-02403,HH-0554,HH-0554,household,C-SYN-HH-0554,,,synthetic_profile,2025-06-27T08:40:00,2025-06-27T09:17:00,2025-06-27,8,37,0.529,857.8,1544,orange,0
SYN-02404,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-27T10:00:00,2025-06-27T12:03:00,2025-06-27,10,123,2.279,1111.7,2114,green,1
SYN-02405,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-27T10:10:00,2025-06-27T12:25:00,2025-06-27,10,135,2.26,1004.4,1747,green,1
SYN-02406,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-27T10:15:00,2025-06-27T12:21:00,2025-06-27,10,126,2.594,1235.2,2002,green,1
SYN-02407,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-27T11:05:00,2025-06-27T13:12:00,2025-06-27,11,127,3.438,1624.3,1104,green,1
SYN-02408,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-27T11:10:00,2025-06-27T12:11:00,2025-06-27,11,61,0.536,527.2,1473,green,1
SYN-02409,HH-0163,HH-0163,household,C-SYN-HH-0163,,,synthetic_profile,2025-06-27T11:10:00,2025-06-27T12:15:00,2025-06-27,11,65,0.616,568.6,1593,green,1
SYN-02410,HH-0158,HH-0158,household,C-SYN-HH-0158,,,synthetic_profile,2025-06-27T11:15:00,2025-06-27T11:57:00,2025-06-27,11,42,0.641,915.7,1434,green,1
SYN-02411,HH-0265,HH-0265,household,C-SYN-HH-0265,,,synthetic_profile,2025-06-27T11:20:00,2025-06-27T11:46:00,2025-06-27,11,26,0.201,463.8,1892,green,1
SYN-02412,HH-0047,HH-0047,household,C-SYN-HH-0047,,,synthetic_profile,2025-06-27T11:30:00,2025-06-27T12:29:00,2025-06-27,11,59,0.398,404.7,1611,green,1
SYN-02413,HH-0131,HH-0131,household,C-SYN-HH-0131,,,synthetic_profile,2025-06-27T11:30:00,2025-06-27T12:10:00,2025-06-27,11,40,0.221,331.5,2011,green,1
SYN-02414,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-27T11:40:00,2025-06-27T12:50:00,2025-06-27,11,70,0.775,664.3,1302,green,1
SYN-02415,HH-0469,HH-0469,household,C-SYN-HH-0469,,,synthetic_profile,2025-06-27T11:40:00,2025-06-27T12:25:00,2025-06-27,11,45,0.556,741.3,1863,green,1
SYN-02416,HH-0034,HH-0034,household,C-SYN-HH-0034,,,synthetic_profile,2025-06-27T12:00:00,2025-06-27T13:01:00,2025-06-27,12,61,0.799,785.9,1470,green,1
SYN-02417,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-27T12:00:00,2025-06-27T12:48:00,2025-06-27,12,48,0.401,501.2,1938,green,1
SYN-02418,HH-0084,HH-0084,household,C-SYN-HH-0084,,,synthetic_profile,2025-06-27T12:10:00,2025-06-27T12:43:00,2025-06-27,12,33,0.219,398.2,1743,green,1
SYN-02419,HH-0188,HH-0188,household,C-SYN-HH-0188,,,synthetic_profile,2025-06-27T12:10:00,2025-06-27T12:54:00,2025-06-27,12,44,0.589,803.2,1108,green,1
SYN-02420,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-27T12:20:00,2025-06-27T13:10:00,2025-06-27,12,50,0.785,942.0,1490,green,1
SYN-02421,HH-0421,HH-0421,household,C-SYN-HH-0421,,,synthetic_profile,2025-06-27T12:20:00,2025-06-27T12:49:00,2025-06-27,12,29,0.418,864.8,1601,green,1
SYN-02422,HH-0485,HH-0485,household,C-SYN-HH-0485,,,synthetic_profile,2025-06-27T12:20:00,2025-06-27T13:14:00,2025-06-27,12,54,0.693,770.0,870,green,1
SYN-02423,HH-0254,HH-0254,household,C-SYN-HH-0254,,,synthetic_profile,2025-06-27T12:30:00,2025-06-27T13:10:00,2025-06-27,12,40,0.332,498.0,961,green,1
SYN-02424,HH-0433,HH-0433,household,C-SYN-HH-0433,,,synthetic_profile,2025-06-27T12:30:00,2025-06-27T13:19:00,2025-06-27,12,49,0.549,672.2,909,green,1
SYN-02425,HH-0563,HH-0563,household,C-SYN-HH-0563,,,synthetic_profile,2025-06-27T12:30:00,2025-06-27T13:24:00,2025-06-27,12,54,0.449,498.9,1643,green,1
SYN-02426,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-27T13:15:00,2025-06-27T14:03:00,2025-06-27,13,48,0.298,372.5,944,green,1
SYN-02427,HH-0554,HH-0554,household,C-SYN-HH-0554,,,synthetic_profile,2025-06-27T13:15:00,2025-06-27T14:06:00,2025-06-27,13,51,0.277,325.9,1358,green,1
SYN-02428,HH-0140,HH-0140,household,C-SYN-HH-0140,,,synthetic_profile,2025-06-27T13:30:00,2025-06-27T14:27:00,2025-06-27,13,57,0.314,330.5,1268,green,1
SYN-02429,HH-0187,HH-0187,household,C-SYN-HH-0187,,,synthetic_profile,2025-06-27T13:30:00,2025-06-27T14:30:00,2025-06-27,13,60,0.713,713.0,1482,green,1
SYN-02430,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-27T13:30:00,2025-06-27T14:12:00,2025-06-27,13,42,0.409,584.3,1119,green,1
SYN-02431,HH-0564,HH-0564,household,C-SYN-HH-0564,,,synthetic_profile,2025-06-27T13:30:00,2025-06-27T14:22:00,2025-06-27,13,52,0.711,820.4,1381,green,1
SYN-02432,HH-0067,HH-0067,household,C-SYN-HH-0067,,,synthetic_profile,2025-06-27T13:40:00,2025-06-27T14:15:00,2025-06-27,13,35,0.304,521.1,1974,green,1
SYN-02433,HH-0403,HH-0403,household,C-SYN-HH-0403,,,synthetic_profile,2025-06-27T14:05:00,2025-06-27T14:43:00,2025-06-27,14,38,0.254,401.1,1998,green,1
SYN-02434,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-27T14:20:00,2025-06-27T15:15:00,2025-06-27,14,55,0.841,917.5,1140,green,1
SYN-02435,HH-0087,HH-0087,household,C-SYN-HH-0087,,,synthetic_profile,2025-06-27T17:00:00,2025-06-27T17:29:00,2025-06-27,17,29,0.412,852.4,1796,red,0
SYN-02436,HH-0254,HH-0254,household,C-SYN-HH-0254,,,synthetic_profile,2025-06-27T17:00:00,2025-06-27T17:49:00,2025-06-27,17,49,0.635,777.6,865,red,0
SYN-02437,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-27T17:10:00,2025-06-27T18:20:00,2025-06-27,17,70,1.446,1239.4,1436,red,0
SYN-02438,HH-0131,HH-0131,household,C-SYN-HH-0131,,,synthetic_profile,2025-06-27T17:20:00,2025-06-27T17:50:00,2025-06-27,17,30,0.44,880.0,1410,red,0
SYN-02439,HH-0308,HH-0308,household,C-SYN-HH-0308,,,synthetic_profile,2025-06-27T17:20:00,2025-06-27T18:15:00,2025-06-27,17,55,0.758,826.9,980,red,0
SYN-02440,HH-0428,HH-0428,household,C-SYN-HH-0428,,,synthetic_profile,2025-06-27T17:30:00,2025-06-27T18:24:00,2025-06-27,17,54,0.533,592.2,1311,red,0
SYN-02441,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-27T17:30:00,2025-06-27T18:20:00,2025-06-27,17,50,0.373,447.6,1055,red,0
SYN-02442,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-27T17:40:00,2025-06-27T17:59:00,2025-06-27,17,19,0.123,388.4,1356,red,0
SYN-02443,HH-0120,HH-0120,household,C-SYN-HH-0120,,,synthetic_profile,2025-06-27T18:00:00,2025-06-27T18:34:00,2025-06-27,18,34,0.501,884.1,1131,red,0
SYN-02444,HH-0382,HH-0382,household,C-SYN-HH-0382,,,synthetic_profile,2025-06-27T18:05:00,2025-06-27T18:46:00,2025-06-27,18,41,0.242,354.1,2070,red,0
SYN-02445,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-27T18:15:00,2025-06-27T18:43:00,2025-06-27,18,28,0.193,413.6,1183,red,0
SYN-02446,HH-0084,HH-0084,household,C-SYN-HH-0084,,,synthetic_profile,2025-06-27T18:20:00,2025-06-27T19:16:00,2025-06-27,18,56,0.561,601.1,1626,red,0
SYN-02447,HH-0413,HH-0413,household,C-SYN-HH-0413,,,synthetic_profile,2025-06-27T18:20:00,2025-06-27T19:16:00,2025-06-27,18,56,0.845,905.4,1463,red,0
SYN-02448,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-27T18:30:00,2025-06-27T19:23:00,2025-06-27,18,53,0.66,747.2,1052,red,0
SYN-02449,HH-0284,HH-0284,household,C-SYN-HH-0284,,,synthetic_profile,2025-06-27T18:30:00,2025-06-27T18:54:00,2025-06-27,18,24,0.239,597.5,1397,red,0
SYN-02450,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-27T18:40:00,2025-06-27T19:14:00,2025-06-27,18,34,0.313,552.4,1609,red,0
SYN-02451,HH-0179,HH-0179,household,C-SYN-HH-0179,,,synthetic_profile,2025-06-27T19:00:00,2025-06-27T19:35:00,2025-06-27,19,35,0.465,797.1,1078,red,0
SYN-02452,HH-0339,HH-0339,household,C-SYN-HH-0339,,,synthetic_profile,2025-06-27T19:00:00,2025-06-27T19:57:00,2025-06-27,19,57,0.417,438.9,1729,red,0
SYN-02453,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-27T19:10:00,2025-06-27T19:39:00,2025-06-27,19,29,0.249,515.2,2070,red,0
SYN-02454,HH-0421,HH-0421,household,C-SYN-HH-0421,,,synthetic_profile,2025-06-27T19:10:00,2025-06-27T19:58:00,2025-06-27,19,48,0.461,576.2,1930,red,0
SYN-02455,HH-0564,HH-0564,household,C-SYN-HH-0564,,,synthetic_profile,2025-06-27T19:10:00,2025-06-27T19:48:00,2025-06-27,19,38,0.527,832.1,2037,red,0
SYN-02456,HH-0125,HH-0125,household,C-SYN-HH-0125,,,synthetic_profile,2025-06-27T19:20:00,2025-06-27T19:56:00,2025-06-27,19,36,0.417,695.0,1380,red,0
SYN-02457,HH-0088,HH-0088,household,C-SYN-HH-0088,,,synthetic_profile,2025-06-27T19:30:00,2025-06-27T20:08:00,2025-06-27,19,38,0.219,345.8,1620,red,0
SYN-02458,HH-0274,HH-0274,household,C-SYN-HH-0274,,,synthetic_profile,2025-06-27T19:30:00,2025-06-27T19:53:00,2025-06-27,19,23,0.311,811.3,1872,red,0
SYN-02459,HH-0457,HH-0457,household,C-SYN-HH-0457,,,synthetic_profile,2025-06-27T19:30:00,2025-06-27T20:12:00,2025-06-27,19,42,0.621,887.1,2021,red,0
SYN-02460,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-27T19:40:00,2025-06-27T20:14:00,2025-06-27,19,34,0.423,746.5,1999,red,0
SYN-02461,HH-0451,HH-0451,household,C-SYN-HH-0451,,,synthetic_profile,2025-06-27T19:40:00,2025-06-27T20:27:00,2025-06-27,19,47,0.701,894.9,1115,red,0
SYN-02462,HH-0527,HH-0527,household,C-SYN-HH-0527,,,synthetic_profile,2025-06-27T20:05:00,2025-06-27T20:33:00,2025-06-27,20,28,0.177,379.3,1800,red,0
SYN-02463,HH-0279,HH-0279,household,C-SYN-HH-0279,,,synthetic_profile,2025-06-27T20:10:00,2025-06-27T20:28:00,2025-06-27,20,18,0.133,443.3,915,red,0
SYN-02464,HH-0347,HH-0347,household,C-SYN-HH-0347,,,synthetic_profile,2025-06-27T20:10:00,2025-06-27T21:06:00,2025-06-27,20,56,0.339,363.2,1931,red,0
SYN-02465,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-28T06:00:00,2025-06-28T06:52:00,2025-06-28,6,52,0.846,976.2,1190,red,0
SYN-02466,HH-0370,HH-0370,household,C-SYN-HH-0370,,,synthetic_profile,2025-06-28T06:00:00,2025-06-28T06:33:00,2025-06-28,6,33,0.51,927.3,2050,red,0
SYN-02467,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-28T06:05:00,2025-06-28T07:17:00,2025-06-28,6,72,2.458,2048.3,1788,red,0
SYN-02468,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-28T06:05:00,2025-06-28T06:59:00,2025-06-28,6,54,1.759,1954.4,1115,red,0
SYN-02469,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-28T06:05:00,2025-06-28T07:09:00,2025-06-28,6,64,2.237,2097.2,1889,red,0
SYN-02470,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-28T06:05:00,2025-06-28T07:42:00,2025-06-28,6,97,2.093,1294.6,1976,red,0
SYN-02471,HH-0163,HH-0163,household,C-SYN-HH-0163,,,synthetic_profile,2025-06-28T06:10:00,2025-06-28T07:01:00,2025-06-28,6,51,0.37,435.3,1334,red,0
SYN-02472,HH-0265,HH-0265,household,C-SYN-HH-0265,,,synthetic_profile,2025-06-28T06:10:00,2025-06-28T06:53:00,2025-06-28,6,43,0.668,932.1,1967,red,0
SYN-02473,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-28T06:20:00,2025-06-28T07:33:00,2025-06-28,6,73,0.663,544.9,1968,red,0
SYN-02474,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-28T06:20:00,2025-06-28T06:52:00,2025-06-28,6,32,0.334,626.2,1963,red,0
SYN-02475,HH-0381,HH-0381,household,C-SYN-HH-0381,,,synthetic_profile,2025-06-28T06:20:00,2025-06-28T06:53:00,2025-06-28,6,33,0.154,280.0,1619,red,0
SYN-02476,HH-0433,HH-0433,household,C-SYN-HH-0433,,,synthetic_profile,2025-06-28T06:20:00,2025-06-28T06:55:00,2025-06-28,6,35,0.273,468.0,1910,red,0
SYN-02477,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-28T06:30:00,2025-06-28T07:50:00,2025-06-28,6,80,1.131,848.2,1999,red,0
SYN-02478,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-28T06:40:00,2025-06-28T07:25:00,2025-06-28,6,45,1.058,1410.7,2011,red,0
SYN-02479,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-28T06:40:00,2025-06-28T08:45:00,2025-06-28,6,125,3.836,1841.3,1548,red,0
SYN-02480,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-28T06:40:00,2025-06-28T07:07:00,2025-06-28,6,27,0.178,395.6,1669,red,0
SYN-02481,HH-0485,HH-0485,household,C-SYN-HH-0485,,,synthetic_profile,2025-06-28T06:40:00,2025-06-28T07:27:00,2025-06-28,6,47,0.294,375.3,948,red,0
SYN-02482,HH-0563,HH-0563,household,C-SYN-HH-0563,,,synthetic_profile,2025-06-28T06:40:00,2025-06-28T07:09:00,2025-06-28,6,29,0.298,616.6,865,red,0
SYN-02483,HH-0377,HH-0377,household,C-SYN-HH-0377,,,synthetic_profile,2025-06-28T07:05:00,2025-06-28T07:48:00,2025-06-28,7,43,0.501,699.1,1347,orange,0
SYN-02484,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-28T07:10:00,2025-06-28T07:58:00,2025-06-28,7,48,0.445,556.2,884,orange,0
SYN-02485,HH-0488,HH-0488,household,C-SYN-HH-0488,,,synthetic_profile,2025-06-28T07:10:00,2025-06-28T07:50:00,2025-06-28,7,40,0.353,529.5,1436,orange,0
SYN-02486,HH-0158,HH-0158,household,C-SYN-HH-0158,,,synthetic_profile,2025-06-28T07:15:00,2025-06-28T07:44:00,2025-06-28,7,29,0.179,370.3,991,orange,0
SYN-02487,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-28T07:15:00,2025-06-28T08:05:00,2025-06-28,7,50,0.756,907.2,1034,orange,0
OBS-015-0125,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-28T07:15:15.553000,2025-06-28T07:37:03.561000,2025-06-28,7,21.8,0.404,1111.1,1134.8,orange,0
SYN-02489,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-28T07:20:00,2025-06-28T07:58:00,2025-06-28,7,38,0.392,618.9,1336,orange,0
SYN-02490,HH-0071,HH-0071,household,C-SYN-HH-0071,,,synthetic_profile,2025-06-28T07:30:00,2025-06-28T08:16:00,2025-06-28,7,46,0.711,927.4,863,orange,0
SYN-02491,HH-0323,HH-0323,household,C-SYN-HH-0323,,,synthetic_profile,2025-06-28T07:30:00,2025-06-28T08:26:00,2025-06-28,7,56,0.794,850.7,1698,orange,0
OBS-002-0010,HH-0007,HH-0007,household,C-OBS-002,002,B,observed_smartplug,2025-06-28T07:35:06.665000,2025-06-28T08:15:00.673000,2025-06-28,7,39.9,0.699,1051.1,1069.7,orange,0
SYN-02493,HH-0047,HH-0047,household,C-SYN-HH-0047,,,synthetic_profile,2025-06-28T07:40:00,2025-06-28T08:06:00,2025-06-28,7,26,0.302,696.9,939,orange,0
SYN-02494,HH-0497,HH-0497,household,C-SYN-HH-0497,,,synthetic_profile,2025-06-28T08:30:00,2025-06-28T09:00:00,2025-06-28,8,30,0.415,830.0,1604,orange,0
OBS-010-0054,HH-0010,HH-0010,household,C-OBS-010,010,H,observed_smartplug,2025-06-28T08:35:41.402000,2025-06-28T09:21:05.394000,2025-06-28,8,45.4,1.0,1321.3,1610.7,orange,0
OBS-002-0011,HH-0007,HH-0007,household,C-OBS-002,002,B,observed_smartplug,2025-06-28T09:07:07.675000,2025-06-28T10:04:43.666000,2025-06-28,9,57.6,0.765,796.5,1064.8,orange,0
OBS-015-0126,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-28T09:43:03.548000,2025-06-28T09:54:15.548000,2025-06-28,9,11.2,0.201,1075.7,1093.4,orange,0
OBS-011-0064,HH-0010,HH-0010,household,C-OBS-011,011,H,observed_smartplug,2025-06-28T10:00:00,2025-06-28T12:48:29.403000,2025-06-28,10,168.5,0.398,141.9,150.5,green,1
SYN-02499,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-28T10:05:00,2025-06-28T12:18:00,2025-06-28,10,133,2.48,1118.8,1797,green,1
SYN-02500,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-28T10:15:00,2025-06-28T11:02:00,2025-06-28,10,47,1.162,1483.4,1217,green,1
SYN-02501,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-28T10:15:00,2025-06-28T11:31:00,2025-06-28,10,76,1.703,1344.5,1737,green,1
SYN-02502,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-28T10:15:00,2025-06-28T12:44:00,2025-06-28,10,149,2.41,970.5,1255,green,1
SYN-02503,HH-0497,HH-0497,household,C-SYN-HH-0497,,,synthetic_profile,2025-06-28T11:00:00,2025-06-28T11:31:00,2025-06-28,11,31,0.361,698.7,1389,green,1
SYN-02504,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-28T11:10:00,2025-06-28T12:41:00,2025-06-28,11,91,2.068,1363.5,1170,green,1
SYN-02505,HH-0265,HH-0265,household,C-SYN-HH-0265,,,synthetic_profile,2025-06-28T11:10:00,2025-06-28T11:37:00,2025-06-28,11,27,0.164,364.4,1596,green,1
SYN-02506,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-28T11:20:00,2025-06-28T12:04:00,2025-06-28,11,44,0.602,820.9,1808,green,1
SYN-02507,HH-0303,HH-0303,household,C-SYN-HH-0303,,,synthetic_profile,2025-06-28T11:20:00,2025-06-28T12:13:00,2025-06-28,11,53,0.25,283.0,1933,green,1
SYN-02508,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-28T11:30:00,2025-06-28T13:52:00,2025-06-28,11,142,4.513,1906.9,1239,green,1
SYN-02509,HH-0406,HH-0406,household,C-SYN-HH-0406,,,synthetic_profile,2025-06-28T11:30:00,2025-06-28T11:58:00,2025-06-28,11,28,0.306,655.7,1686,green,1
OBS-002-0012,HH-0007,HH-0007,household,C-OBS-002,002,B,observed_smartplug,2025-06-28T11:36:10.676000,2025-06-28T15:43:00.669000,2025-06-28,11,246.8,3.455,839.7,1061.5,green,1
SYN-02511,HH-0433,HH-0433,household,C-SYN-HH-0433,,,synthetic_profile,2025-06-28T12:00:00,2025-06-28T12:31:00,2025-06-28,12,31,0.261,505.2,1128,green,1
SYN-02512,HH-0254,HH-0254,household,C-SYN-HH-0254,,,synthetic_profile,2025-06-28T12:10:00,2025-06-28T12:44:00,2025-06-28,12,34,0.449,792.4,1545,green,1
SYN-02513,HH-0480,HH-0480,household,C-SYN-HH-0480,,,synthetic_profile,2025-06-28T12:10:00,2025-06-28T12:52:00,2025-06-28,12,42,0.28,400.0,2087,green,1
SYN-02514,HH-0201,HH-0201,household,C-SYN-HH-0201,,,synthetic_profile,2025-06-28T12:15:00,2025-06-28T12:55:00,2025-06-28,12,40,0.528,792.0,1083,green,1
SYN-02515,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-28T12:15:00,2025-06-28T13:19:00,2025-06-28,12,64,0.56,525.0,1921,green,1
SYN-02516,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-28T12:20:00,2025-06-28T13:15:00,2025-06-28,12,55,0.673,734.2,911,green,1
SYN-02517,HH-0421,HH-0421,household,C-SYN-HH-0421,,,synthetic_profile,2025-06-28T12:20:00,2025-06-28T13:01:00,2025-06-28,12,41,0.595,870.7,865,green,1
SYN-02518,HH-0485,HH-0485,household,C-SYN-HH-0485,,,synthetic_profile,2025-06-28T12:20:00,2025-06-28T13:18:00,2025-06-28,12,58,0.827,855.5,2041,green,1
SYN-02519,HH-0125,HH-0125,household,C-SYN-HH-0125,,,synthetic_profile,2025-06-28T12:40:00,2025-06-28T13:38:00,2025-06-28,12,58,0.615,636.2,1331,green,1
SYN-02520,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-28T12:40:00,2025-06-28T13:34:00,2025-06-28,12,54,0.643,714.4,1367,green,1
SYN-02521,HH-0187,HH-0187,household,C-SYN-HH-0187,,,synthetic_profile,2025-06-28T13:00:00,2025-06-28T13:45:00,2025-06-28,13,45,0.424,565.3,1923,green,1
SYN-02522,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-28T13:00:00,2025-06-28T14:02:00,2025-06-28,13,62,0.603,583.5,1614,green,1
SYN-02523,HH-0323,HH-0323,household,C-SYN-HH-0323,,,synthetic_profile,2025-06-28T13:00:00,2025-06-28T13:48:00,2025-06-28,13,48,0.414,517.5,1554,green,1
SYN-02524,HH-0067,HH-0067,household,C-SYN-HH-0067,,,synthetic_profile,2025-06-28T13:05:00,2025-06-28T13:54:00,2025-06-28,13,49,0.643,787.3,1941,green,1
SYN-02525,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-28T13:10:00,2025-06-28T14:04:00,2025-06-28,13,54,0.697,774.4,1956,green,1
OBS-011-0065,HH-0010,HH-0010,household,C-OBS-011,011,H,observed_smartplug,2025-06-28T13:13:50.411000,2025-06-28T14:04:04.416000,2025-06-28,13,50.2,0.116,138.6,149.8,green,1
SYN-02527,HH-0413,HH-0413,household,C-SYN-HH-0413,,,synthetic_profile,2025-06-28T13:30:00,2025-06-28T14:02:00,2025-06-28,13,32,0.275,515.6,1345,green,1
OBS-010-0055,HH-0010,HH-0010,household,C-OBS-010,010,H,observed_smartplug,2025-06-28T13:46:02.380000,2025-06-28T14:12:15.384000,2025-06-28,13,26.2,0.505,1155.6,1169.0,green,1
OBS-015-0127,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-28T14:38:45.536000,2025-06-28T15:11:59.538000,2025-06-28,14,33.2,0.519,936.7,1112.2,green,1
SYN-02530,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-28T17:00:00,2025-06-28T18:55:00,2025-06-28,17,115,3.223,1681.6,1377,red,0
SYN-02531,HH-0488,HH-0488,household,C-SYN-HH-0488,,,synthetic_profile,2025-06-28T17:00:00,2025-06-28T17:37:00,2025-06-28,17,37,0.172,278.9,1572,red,0
SYN-02532,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-28T17:05:00,2025-06-28T17:26:00,2025-06-28,17,21,0.115,328.6,1062,red,0
OBS-002-0013,HH-0007,HH-0007,household,C-OBS-002,002,B,observed_smartplug,2025-06-28T17:06:44.659000,2025-06-28T17:26:14.666000,2025-06-28,17,19.5,0.333,1023.8,1061.3,red,0
