date,cooker_id,account_id,plug,source,session_count,active_minutes,available_minutes,utilization_percent,kwh,green_sessions,orange_sessions,red_sessions,observed_sessions,synthetic_sessions,peak_concurrent_cookers
2025-06-09,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,88.0,1440,6.11,0.829,1,0,1,0,2,1
2025-06-10,C-SYN-HH-0403,HH-0403,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0403,HH-0403,,synthetic_profile,1,20.0,1440,1.39,0.225,0,1,0,0,1,1
2025-06-12,C-SYN-HH-0403,HH-0403,,synthetic_profile,1,56.0,1440,3.89,0.743,0,0,1,0,1,1
2025-06-13,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,94.0,1440,6.53,0.713,0,1,1,0,2,1
2025-06-14,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,88.0,1440,6.11,0.964,1,1,0,0,2,1
2025-06-15,C-SYN-HH-0403,HH-0403,,synthetic_profile,1,21.0,1440,1.46,0.244,0,0,1,0,1,1
2025-06-16,C-SYN-HH-0403,HH-0403,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-17,C-SYN-HH-0403,HH-0403,,synthetic_profile,1,63.0,1440,4.38,0.609,1,0,0,0,1,1
2025-06-18,C-SYN-HH-0403,HH-0403,,synthetic_profile,1,19.0,1440,1.32,0.158,0,0,1,0,1,1
2025-06-19,C-SYN-HH-0403,HH-0403,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0403,HH-0403,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-21,C-SYN-HH-0403,HH-0403,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-22,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,111.0,1440,7.71,1.025,0,1,1,0,2,1
2025-06-23,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,82.0,1440,5.69,0.642,0,0,2,0,2,1
2025-06-24,C-SYN-HH-0403,HH-0403,,synthetic_profile,1,43.0,1440,2.99,0.264,0,0,1,0,1,1
2025-06-25,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,60.0,1440,4.17,0.697,1,1,0,0,2,1
2025-06-26,C-SYN-HH-0403,HH-0403,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-27,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,62.0,1440,4.31,0.577,1,1,0,0,2,1
2025-06-28,C-SYN-HH-0403,HH-0403,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0403,HH-0403,,synthetic_profile,1,57.0,1440,3.96,0.791,1,0,0,0,1,1
2025-06-30,C-SYN-HH-0403,HH-0403,,synthetic_profile,2,89.0,1440,6.18,1.228,1,0,1,0,2,1
2025-06-01,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-02,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-03,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,63.0,1440,4.38,0.809,1,0,1,0,2,1
2025-06-04,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,78.0,1440,5.42,0.507,1,0,1,0,2,1
2025-06-05,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-07,C-SYN-HH-0406,HH-0406,,synthetic_profile,1,21.0,1440,1.46,0.268,1,0,0,0,1,1
2025-06-08,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-09,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,68.0,1440,4.72,0.717,1,0,1,0,2,1
2025-06-10,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,44.0,1440,3.06,0.419,1,0,1,0,2,1
2025-06-12,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,76.0,1440,5.28,0.882,1,0,1,0,2,1
2025-06-13,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-14,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0406,HH-0406,,synthetic_profile,1,27.0,1440,1.88,0.321,0,0,1,0,1,1
2025-06-16,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-17,C-SYN-HH-0406,HH-0406,,synthetic_profile,1,46.0,1440,3.19,0.397,1,0,0,0,1,1
2025-06-18,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-19,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,54.0,1440,3.75,0.62,1,0,1,0,2,1
2025-06-20,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,81.0,1440,5.62,0.774,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-22,C-SYN-HH-0406,HH-0406,,synthetic_profile,1,45.0,1440,3.12,0.686,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0406,HH-0406,,synthetic_profile,2,114.0,1440,7.92,0.843,1,0,1,0,2,1
2025-06-24,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0406,HH-0406,,synthetic_profile,1,24.0,1440,1.67,0.322,0,0,1,0,1,1
2025-06-26,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-27,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-28,C-SYN-HH-0406,HH-0406,,synthetic_profile,1,28.0,1440,1.94,0.306,1,0,0,0,1,1
2025-06-29,C-SYN-HH-0406,HH-0406,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-30,C-SYN-HH-0406,HH-0406,,synthetic_profile,1,52.0,1440,3.61,0.248,0,0,1,0,1,1
2025-06-01,C-SYN-HH-0413,HH-0413,,synthetic_profile,3,132.0,1440,9.17,1.439,1,1,1,0,3,1
2025-06-02,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,33.0,1440,2.29,0.411,0,0,1,0,1,1
2025-06-03,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,31.0,1440,2.15,0.465,1,0,0,0,1,1
2025-06-04,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,80.0,1440,5.56,0.708,1,1,0,0,2,1
2025-06-05,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,47.0,1440,3.26,0.371,1,0,0,0,1,1
2025-06-07,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,19.0,1440,1.32,0.295,1,0,0,0,1,1
2025-06-09,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,75.0,1440,5.21,0.906,0,1,1,0,2,1
2025-06-10,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,59.0,1440,4.1,0.803,1,1,0,0,2,1
2025-06-11,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,87.0,1440,6.04,0.859,0,1,1,0,2,1
2025-06-12,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-13,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,62.0,1440,4.31,0.716,1,1,0,0,2,1
2025-06-14,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,66.0,1440,4.58,0.72,0,1,1,0,2,1
2025-06-15,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,32.0,1440,2.22,0.484,0,0,1,0,1,1
2025-06-16,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,45.0,1440,3.12,0.426,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-18,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,43.0,1440,2.99,0.352,1,0,0,0,1,1
2025-06-19,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,49.0,1440,3.4,0.523,1,1,0,0,2,1
2025-06-20,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-21,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,77.0,1440,5.35,1.096,1,0,1,0,2,1
2025-06-22,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-23,C-SYN-HH-0413,HH-0413,,synthetic_profile,2,85.0,1440,5.9,0.671,1,0,1,0,2,1
2025-06-24,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,27.0,1440,1.88,0.168,0,0,1,0,1,1
2025-06-25,C-SYN-HH-0413,HH-0413,,synthetic_profile,3,115.0,1440,7.99,1.513,1,1,1,0,3,1
2025-06-26,C-SYN-HH-0413,HH-0413,,synthetic_profile,3,105.0,1440,7.29,1.092,1,1,1,0,3,1
2025-06-27,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,56.0,1440,3.89,0.845,0,0,1,0,1,1
2025-06-28,C-SYN-HH-0413,HH-0413,,synthetic_profile,1,32.0,1440,2.22,0.275,1,0,0,0,1,1
2025-06-29,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-30,C-SYN-HH-0413,HH-0413,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-01,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-02,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-03,C-SYN-HH-0416,HH-0416,,synthetic_profile,2,100.0,1440,6.94,1.5,1,0,1,0,2,1
2025-06-04,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,38.0,1440,2.64,0.362,1,0,0,0,1,1
2025-06-05,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,39.0,1440,2.71,0.536,0,0,1,0,1,1
2025-06-06,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-07,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,58.0,1440,4.03,0.758,1,0,0,0,1,1
2025-06-08,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,22.0,1440,1.53,0.141,0,0,1,0,1,1
2025-06-09,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,33.0,1440,2.29,0.486,1,0,0,0,1,1
2025-06-10,C-SYN-HH-0416,HH-0416,,synthetic_profile,2,111.0,1440,7.71,0.724,1,0,1,0,2,1
2025-06-11,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-12,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-13,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-14,C-SYN-HH-0416,HH-0416,,synthetic_profile,2,100.0,1440,6.94,0.943,1,0,1,0,2,1
2025-06-15,C-SYN-HH-0416,HH-0416,,synthetic_profile,2,89.0,1440,6.18,0.874,1,0,1,0,2,1
2025-06-16,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-17,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,36.0,1440,2.5,0.298,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,56.0,1440,3.89,0.531,1,0,0,0,1,1
2025-06-19,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0416,HH-0416,,synthetic_profile,2,107.0,1440,7.43,1.075,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-22,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,55.0,1440,3.82,0.707,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-24,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,31.0,1440,2.15,0.249,1,0,0,0,1,1
2025-06-26,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,43.0,1440,2.99,0.249,1,0,0,0,1,1
2025-06-27,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-28,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0416,HH-0416,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-30,C-SYN-HH-0416,HH-0416,,synthetic_profile,1,34.0,1440,2.36,0.242,1,0,0,0,1,1
2025-06-01,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,38.0,1440,2.64,0.334,1,0,0,0,1,1
2025-06-02,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,27.0,1440,1.88,0.155,0,0,1,0,1,1
2025-06-03,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,62.0,1440,4.31,0.9,1,0,0,0,1,1
2025-06-04,C-SYN-HH-0421,HH-0421,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-05,C-SYN-HH-0421,HH-0421,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,41.0,1440,2.85,0.626,0,0,1,0,1,1
2025-06-07,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,23.0,1440,1.6,0.143,0,0,1,0,1,1
2025-06-08,C-SYN-HH-0421,HH-0421,,synthetic_profile,2,87.0,1440,6.04,0.75,1,0,1,0,2,1
2025-06-09,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,36.0,1440,2.5,0.494,1,0,0,0,1,1
2025-06-10,C-SYN-HH-0421,HH-0421,,synthetic_profile,2,85.0,1440,5.9,0.839,1,0,1,0,2,1
2025-06-11,C-SYN-HH-0421,HH-0421,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-12,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,59.0,1440,4.1,0.727,1,0,0,0,1,1
2025-06-13,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,60.0,1440,4.17,0.382,1,0,0,0,1,1
2025-06-14,C-SYN-HH-0421,HH-0421,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0421,HH-0421,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-16,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,26.0,1440,1.81,0.283,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0421,HH-0421,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-18,C-SYN-HH-0421,HH-0421,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-19,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,38.0,1440,2.64,0.205,1,0,0,0,1,1
2025-06-20,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,49.0,1440,3.4,0.5,1,0,0,0,1,1
2025-06-21,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,49.0,1440,3.4,0.618,0,0,1,0,1,1
2025-06-22,C-SYN-HH-0421,HH-0421,,synthetic_profile,2,97.0,1440,6.74,1.023,1,0,1,0,2,1
2025-06-23,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,26.0,1440,1.81,0.293,1,0,0,0,1,1
2025-06-24,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,36.0,1440,2.5,0.466,1,0,0,0,1,1
2025-06-25,C-SYN-HH-0421,HH-0421,,synthetic_profile,2,83.0,1440,5.76,0.878,1,0,1,0,2,1
2025-06-26,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,41.0,1440,2.85,0.384,0,0,1,0,1,1
2025-06-27,C-SYN-HH-0421,HH-0421,,synthetic_profile,2,77.0,1440,5.35,0.879,1,0,1,0,2,1
2025-06-28,C-SYN-HH-0421,HH-0421,,synthetic_profile,2,80.0,1440,5.56,1.0,1,0,1,0,2,1
2025-06-29,C-SYN-HH-0421,HH-0421,,synthetic_profile,1,55.0,1440,3.82,0.739,0,0,1,0,1,1
2025-06-30,C-SYN-HH-0421,HH-0421,,synthetic_profile,2,94.0,1440,6.53,0.784,1,0,1,0,2,1
2025-06-01,C-SYN-HH-0428,HH-0428,,synthetic_profile,2,93.0,1440,6.46,0.723,1,0,1,0,2,1
2025-06-02,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,57.0,1440,3.96,0.343,1,0,0,0,1,1
2025-06-03,C-SYN-HH-0428,HH-0428,,synthetic_profile,2,72.0,1440,5.0,0.73,1,0,1,0,2,1
2025-06-04,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,60.0,1440,4.17,0.812,1,0,0,0,1,1
2025-06-05,C-SYN-HH-0428,HH-0428,,synthetic_profile,2,81.0,1440,5.62,0.861,1,0,1,0,2,1
2025-06-06,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,36.0,1440,2.5,0.357,1,0,0,0,1,1
2025-06-07,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,26.0,1440,1.81,0.337,1,0,0,0,1,1
2025-06-09,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,56.0,1440,3.89,0.843,0,0,1,0,1,1
2025-06-10,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,61.0,1440,4.24,0.921,1,0,0,0,1,1
2025-06-12,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,19.0,1440,1.32,0.149,0,0,1,0,1,1
2025-06-13,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-14,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,23.0,1440,1.6,0.13,1,0,0,0,1,1
2025-06-16,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-17,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,27.0,1440,1.88,0.138,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,52.0,1440,3.61,0.372,1,0,0,0,1,1
2025-06-19,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0428,HH-0428,,synthetic_profile,2,112.0,1440,7.78,0.731,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-22,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-23,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,47.0,1440,3.26,0.612,0,0,1,0,1,1
2025-06-24,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,36.0,1440,2.5,0.429,0,0,1,0,1,1
2025-06-26,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,33.0,1440,2.29,0.352,1,0,0,0,1,1
2025-06-27,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,54.0,1440,3.75,0.533,0,0,1,0,1,1
2025-06-28,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0428,HH-0428,,synthetic_profile,1,56.0,1440,3.89,0.384,1,0,0,0,1,1
2025-06-30,C-SYN-HH-0428,HH-0428,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-01,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-02,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,34.0,1440,2.36,0.198,0,0,1,0,1,1
2025-06-03,C-SYN-HH-0433,HH-0433,,synthetic_profile,2,92.0,1440,6.39,0.823,1,0,1,0,2,1
2025-06-04,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-05,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-07,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0433,HH-0433,,synthetic_profile,2,76.0,1440,5.28,0.522,0,0,2,0,2,1
2025-06-09,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-10,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,34.0,1440,2.36,0.502,0,0,1,0,1,1
2025-06-11,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-12,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-13,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-14,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,30.0,1440,2.08,0.281,0,0,1,0,1,1
2025-06-16,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,34.0,1440,2.36,0.49,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,21.0,1440,1.46,0.186,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,27.0,1440,1.88,0.209,0,0,1,0,1,1
2025-06-19,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,41.0,1440,2.85,0.235,0,0,1,0,1,1
2025-06-21,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,30.0,1440,2.08,0.268,0,0,1,0,1,1
2025-06-22,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,35.0,1440,2.43,0.383,1,0,0,0,1,1
2025-06-23,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-24,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,39.0,1440,2.71,0.451,0,0,1,0,1,1
2025-06-26,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,27.0,1440,1.88,0.398,1,0,0,0,1,1
2025-06-27,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,49.0,1440,3.4,0.549,1,0,0,0,1,1
2025-06-28,C-SYN-HH-0433,HH-0433,,synthetic_profile,3,85.0,1440,5.9,0.648,1,0,2,0,3,1
2025-06-29,C-SYN-HH-0433,HH-0433,,synthetic_profile,1,36.0,1440,2.5,0.482,0,0,1,0,1,1
2025-06-30,C-SYN-HH-0433,HH-0433,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-01,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,44.0,1440,3.06,0.331,0,0,1,0,1,1
2025-06-02,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,24.0,1440,1.67,0.156,0,0,1,0,1,1
2025-06-03,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-04,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-05,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-07,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-09,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,54.0,1440,3.75,0.845,0,0,1,0,1,1
2025-06-10,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-12,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,47.0,1440,3.26,0.229,0,0,1,0,1,1
2025-06-13,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-14,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,31.0,1440,2.15,0.41,0,0,1,0,1,1
2025-06-16,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-17,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-18,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-19,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,28.0,1440,1.94,0.378,0,0,1,0,1,1
2025-06-20,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-21,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,23.0,1440,1.6,0.204,0,0,1,0,1,1
2025-06-22,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,33.0,1440,2.29,0.208,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0451,HH-0451,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-24,C-SYN-HH-0451,HH-0451,,synthetic_profile,1,43.0,1440,2.99,0.492,0,0,1,0,1,1
