person_id,household_id,age_band,gender,role,student_or_worker_status,primary_activity
P-01509,HH-0428,35-44,female,adult,worker,livestock
P-01510,HH-0428,35-44,male,adult,caregiver,other
P-01511,HH-0428,25-34,male,adult,worker,livestock
P-01512,HH-0428,35-44,female,adult,worker,casual_labor
P-01513,HH-0428,25-34,female,adult,caregiver,restaurant_work
P-01514,HH-0428,0-5,male,child,dependent,retail_trade
P-01515,HH-0428,35-44,male,adult,worker,home_care
P-01516,HH-0429,35-44,male,household_head,worker,restaurant_work
P-01517,HH-0429,25-34,female,adult,worker,livestock
P-01518,HH-0429,13-17,male,child,student,school
P-01519,HH-0429,13-17,male,child,student,school
P-01520,HH-0430,45-54,female,household_head,worker,home_care
P-01521,HH-0430,13-17,male,child,student,school
P-01522,HH-0430,13-17,female,child,student,livestock
P-01523,HH-0430,13-17,male,child,student,home_care
P-01524,HH-0431,45-54,female,household_head,worker,livestock
P-01525,HH-0431,45-54,male,adult,worker,casual_labor
P-01526,HH-0431,6-12,female,child,student,livestock
P-01527,HH-0431,13-17,male,child,student,casual_labor
P-01528,HH-0432,25-34,female,household_head,caregiver,casual_labor
P-01529,HH-0433,35-44,female,household_head,worker,retail_trade
P-01530,HH-0433,6-12,female,child,student,livestock
P-01531,HH-0433,0-5,female,child,dependent,restaurant_work
P-01532,HH-0433,6-12,female,child,student,school
P-01533,HH-0433,18-24,female,adult,worker,livestock
P-01534,HH-0433,6-12,female,child,student,school
P-01535,HH-0434,55-64,female,household_head,worker,retail_trade
P-01536,HH-0434,6-12,male,child,student,home_care
P-01537,HH-0435,45-54,female,household_head,worker,school
P-01538,HH-0436,25-34,female,household_head,worker,livestock
P-01539,HH-0437,65+,male,household_head,dependent,livestock
P-01540,HH-0437,0-5,female,child,dependent,casual_labor
P-01541,HH-0437,35-44,female,adult,worker,livestock
P-01542,HH-0437,25-34,female,adult,worker,livestock
P-01543,HH-0438,35-44,male,household_head,worker,casual_labor
P-01544,HH-0438,6-12,male,child,student,livestock
P-01545,HH-0438,6-12,male,child,student,livestock
P-01546,HH-0438,25-34,female,adult,worker,home_care
P-01547,HH-0439,25-34,female,household_head,worker,retail_trade
P-01548,HH-0439,18-24,female,adult,worker,retail_trade
P-01549,HH-0440,45-54,male,household_head,worker,restaurant_work
P-01550,HH-0440,35-44,female,adult,caregiver,restaurant_work
P-01551,HH-0440,6-12,male,child,student,retail_trade
P-01552,HH-0440,6-12,male,child,student,school
P-01553,HH-0440,25-34,male,adult,worker,livestock
P-01554,HH-0441,55-64,male,household_head,caregiver,home_care
P-01555,HH-0441,6-12,female,child,student,retail_trade
P-01556,HH-0441,13-17,female,child,student,school
P-01557,HH-0441,13-17,male,child,student,school
P-01558,HH-0442,25-34,male,household_head,caregiver,restaurant_work
P-01559,HH-0442,18-24,male,adult,worker,casual_labor
P-01560,HH-0442,25-34,female,adult,caregiver,home_care
P-01561,HH-0443,25-34,female,household_head,worker,retail_trade
P-01562,HH-0443,45-54,male,adult,worker,restaurant_work
P-01563,HH-0443,6-12,male,child,student,livestock
P-01564,HH-0443,35-44,female,adult,caregiver,home_care
P-01565,HH-0443,13-17,female,child,student,school
P-01566,HH-0444,55-64,male,household_head,caregiver,casual_labor
P-01567,HH-0445,65+,female,household_head,dependent,restaurant_work
P-01568,HH-0445,25-34,male,adult,caregiver,livestock
P-01569,HH-0445,35-44,male,adult,worker,retail_trade
P-01570,HH-0445,45-54,male,adult,worker,livestock
P-01571,HH-0446,55-64,male,household_head,caregiver,retail_trade
P-01572,HH-0446,0-5,male,child,dependent,home_care
P-01573,HH-0446,25-34,male,adult,worker,livestock
P-01574,HH-0446,18-24,male,adult,worker,home_care
P-01575,HH-0446,18-24,male,adult,worker,livestock
P-01576,HH-0447,55-64,female,household_head,worker,casual_labor
P-01577,HH-0447,0-5,male,child,caregiver,restaurant_work
P-01578,HH-0448,35-44,female,household_head,worker,retail_trade
P-01579,HH-0449,45-54,female,household_head,worker,casual_labor
P-01580,HH-0449,6-12,female,child,student,school
P-01581,HH-0449,25-34,male,adult,worker,casual_labor
P-01582,HH-0449,6-12,female,child,student,livestock
P-01583,HH-0450,45-54,female,household_head,worker,home_care
P-01584,HH-0450,6-12,female,child,student,school
P-01585,HH-0450,18-24,male,adult,caregiver,casual_labor
P-01586,HH-0450,13-17,female,child,student,home_care
P-01587,HH-0451,35-44,male,household_head,worker,livestock
P-01588,HH-0451,18-24,female,adult,worker,livestock
P-01589,HH-0451,25-34,male,adult,worker,casual_labor
P-01590,HH-0451,6-12,male,child,student,home_care
P-01591,HH-0452,35-44,female,household_head,worker,casual_labor
P-01592,HH-0452,25-34,female,adult,worker,casual_labor
P-01593,HH-0452,25-34,male,adult,worker,casual_labor
P-01594,HH-0452,35-44,male,adult,caregiver,livestock
P-01595,HH-0452,6-12,female,child,student,casual_labor
P-01596,HH-0453,55-64,male,household_head,worker,livestock
P-01597,HH-0454,35-44,female,household_head,caregiver,home_care
P-01598,HH-0454,13-17,female,child,student,casual_labor
P-01599,HH-0454,6-12,female,child,student,school
P-01600,HH-0454,0-5,female,child,dependent,casual_labor
P-01601,HH-0454,13-17,female,child,student,casual_labor
P-01602,HH-0454,25-34,male,adult,worker,casual_labor
P-01603,HH-0455,25-34,female,household_head,caregiver,livestock
P-01604,HH-0455,25-34,female,adult,worker,home_care
P-01605,HH-0455,25-34,male,adult,worker,home_care
P-01606,HH-0455,6-12,male,child,student,school
P-01607,HH-0456,45-54,male,household_head,worker,casual_labor
P-01608,HH-0456,18-24,female,adult,caregiver,casual_labor
P-01609,HH-0456,13-17,male,child,student,school
P-01610,HH-0456,0-5,male,child,dependent,retail_trade
P-01611,HH-0456,13-17,male,child,student,livestock
P-01612,HH-0457,35-44,male,household_head,worker,retail_trade
P-01613,HH-0457,18-24,male,adult,worker,casual_labor
P-01614,HH-0457,65+,female,adult,dependent,livestock
P-01615,HH-0457,6-12,female,child,student,home_care
P-01616,HH-0457,6-12,female,child,student,home_care
P-01617,HH-0457,25-34,female,adult,worker,livestock
P-01618,HH-0458,35-44,male,household_head,caregiver,retail_trade
P-01619,HH-0458,45-54,female,adult,worker,casual_labor
P-01620,HH-0458,25-34,female,adult,caregiver,casual_labor
P-01621,HH-0458,13-17,male,child,student,livestock
P-01622,HH-0459,45-54,female,household_head,worker,casual_labor
P-01623,HH-0459,25-34,female,adult,caregiver,casual_labor
P-01624,HH-0460,25-34,male,household_head,caregiver,casual_labor
P-01625,HH-0460,13-17,male,child,student,livestock
P-01626,HH-0460,6-12,female,child,student,school
P-01627,HH-0460,13-17,male,child,student,casual_labor
P-01628,HH-0460,18-24,male,adult,caregiver,home_care
P-01629,HH-0460,6-12,female,child,student,school
P-01630,HH-0461,55-64,female,household_head,worker,livestock
P-01631,HH-0461,25-34,male,adult,worker,livestock
P-01632,HH-0462,35-44,male,household_head,worker,retail_trade
P-01633,HH-0463,35-44,female,household_head,caregiver,retail_trade
P-01634,HH-0463,55-64,male,adult,worker,livestock
P-01635,HH-0463,35-44,male,adult,worker,retail_trade
P-01636,HH-0463,0-5,female,child,dependent,home_care
P-01637,HH-0463,6-12,male,child,student,livestock
P-01638,HH-0463,55-64,female,adult,caregiver,home_care
P-01639,HH-0464,55-64,female,household_head,worker,school
P-01640,HH-0464,13-17,female,child,student,school
P-01641,HH-0464,25-34,female,adult,worker,casual_labor
P-01642,HH-0464,25-34,male,adult,worker,restaurant_work
P-01643,HH-0465,25-34,male,household_head,worker,casual_labor
P-01644,HH-0466,65+,male,household_head,dependent,retail_trade
P-01645,HH-0467,65+,female,household_head,dependent,other
P-01646,HH-0467,45-54,female,adult,worker,home_care
P-01647,HH-0468,35-44,male,household_head,worker,livestock
P-01648,HH-0468,25-34,male,adult,caregiver,retail_trade
P-01649,HH-0469,25-34,male,household_head,worker,casual_labor
P-01650,HH-0469,13-17,female,child,student,retail_trade
P-01651,HH-0469,45-54,female,adult,worker,other
P-01652,HH-0469,6-12,female,child,student,home_care
P-01653,HH-0469,13-17,female,child,student,school
P-01654,HH-0469,35-44,male,adult,worker,livestock
P-01655,HH-0469,6-12,female,child,student,retail_trade
P-01656,HH-0469,6-12,female,child,student,retail_trade
P-01657,HH-0470,55-64,female,household_head,worker,livestock
P-01658,HH-0470,0-5,female,child,dependent,livestock
P-01659,HH-0470,6-12,male,child,student,retail_trade
P-01660,HH-0471,35-44,female,household_head,caregiver,casual_labor
P-01661,HH-0471,55-64,male,adult,worker,retail_trade
P-01662,HH-0471,6-12,female,child,student,school
P-01663,HH-0472,25-34,male,household_head,worker,home_care
P-01664,HH-0473,45-54,male,household_head,caregiver,home_care
P-01665,HH-0474,45-54,female,household_head,worker,casual_labor
P-01666,HH-0475,35-44,male,household_head,worker,casual_labor
P-01667,HH-0475,6-12,male,child,student,home_care
P-01668,HH-0475,6-12,male,child,student,school
P-01669,HH-0475,25-34,female,adult,worker,other
P-01670,HH-0475,0-5,female,child,dependent,livestock
P-01671,HH-0475,13-17,male,child,student,school
P-01672,HH-0476,55-64,male,household_head,worker,casual_labor
P-01673,HH-0476,35-44,female,adult,worker,livestock
P-01674,HH-0476,18-24,male,adult,caregiver,casual_labor
P-01675,HH-0477,35-44,female,household_head,worker,home_care
P-01676,HH-0477,0-5,female,child,dependent,home_care
P-01677,HH-0477,6-12,male,child,student,school
P-01678,HH-0477,18-24,female,adult,worker,retail_trade
P-01679,HH-0478,45-54,female,household_head,worker,casual_labor
P-01680,HH-0478,25-34,male,adult,caregiver,restaurant_work
P-01681,HH-0478,45-54,female,adult,worker,home_care
P-01682,HH-0479,45-54,female,household_head,worker,livestock
P-01683,HH-0479,18-24,female,adult,worker,casual_labor
P-01684,HH-0479,6-12,female,child,student,casual_labor
P-01685,HH-0479,25-34,female,adult,worker,casual_labor
P-01686,HH-0480,35-44,female,household_head,worker,other
P-01687,HH-0480,45-54,female,adult,worker,home_care
P-01688,HH-0480,6-12,female,child,student,home_care
P-01689,HH-0480,13-17,female,child,student,school
P-01690,HH-0480,13-17,female,child,student,school
P-01691,HH-0481,25-34,male,household_head,worker,livestock
P-01692,HH-0481,18-24,female,adult,caregiver,casual_labor
P-01693,HH-0481,45-54,female,adult,worker,livestock
P-01694,HH-0481,35-44,male,adult,worker,retail_trade
P-01695,HH-0482,45-54,male,household_head,worker,livestock
P-01696,HH-0482,13-17,female,child,student,school
P-01697,HH-0482,6-12,male,child,student,casual_labor
P-01698,HH-0483,35-44,male,household_head,worker,home_care
P-01699,HH-0483,0-5,female,child,dependent,restaurant_work
P-01700,HH-0483,0-5,female,child,dependent,casual_labor
P-01701,HH-0484,25-34,female,household_head,worker,restaurant_work
P-01702,HH-0484,6-12,female,child,student,livestock
P-01703,HH-0484,6-12,female,child,student,retail_trade
P-01704,HH-0485,25-34,male,household_head,worker,casual_labor
P-01705,HH-0485,25-34,male,adult,caregiver,home_care
P-01706,HH-0485,18-24,male,adult,worker,retail_trade
P-01707,HH-0485,55-64,male,adult,worker,home_care
P-01708,HH-0485,25-34,male,adult,worker,casual_labor
P-01709,HH-0485,18-24,male,adult,worker,livestock
P-01710,HH-0486,35-44,male,household_head,caregiver,other
P-01711,HH-0486,13-17,female,child,student,livestock
P-01712,HH-0487,25-34,male,household_head,worker,livestock
P-01713,HH-0487,13-17,female,child,student,retail_trade
P-01714,HH-0487,25-34,female,adult,worker,home_care
P-01715,HH-0487,6-12,female,child,student,school
P-01716,HH-0487,6-12,female,child,student,casual_labor
P-01717,HH-0488,45-54,male,household_head,caregiver,other
P-01718,HH-0488,0-5,female,child,dependent,other
P-01719,HH-0488,13-17,female,child,student,home_care
P-01720,HH-0488,13-17,female,child,student,casual_labor
P-01721,HH-0488,0-5,male,child,dependent,casual_labor
P-01722,HH-0489,35-44,female,household_head,worker,casual_labor
P-01723,HH-0490,45-54,female,household_head,caregiver,retail_trade
P-01724,HH-0491,35-44,male,household_head,worker,home_care
P-01725,HH-0491,35-44,male,adult,caregiver,casual_labor
P-01726,HH-0491,25-34,male,adult,caregiver,home_care
P-01727,HH-0492,55-64,female,household_head,worker,home_care
P-01728,HH-0493,65+,female,household_head,dependent,retail_trade
P-01729,HH-0493,6-12,female,child,student,livestock
P-01730,HH-0493,6-12,female,child,student,casual_labor
P-01731,HH-0493,13-17,male,child,student,other
P-01732,HH-0493,55-64,female,adult,worker,home_care
P-01733,HH-0494,35-44,female,household_head,worker,livestock
P-01734,HH-0494,6-12,female,child,student,casual_labor
P-01735,HH-0494,18-24,male,adult,worker,restaurant_work
P-01736,HH-0494,0-5,male,child,dependent,home_care
P-01737,HH-0494,35-44,female,adult,worker,livestock
P-01738,HH-0494,13-17,male,child,student,casual_labor
P-01739,HH-0495,25-34,female,household_head,worker,casual_labor
P-01740,HH-0495,55-64,female,adult,worker,casual_labor
P-01741,HH-0495,18-24,male,adult,worker,home_care
P-01742,HH-0495,13-17,female,child,student,school
P-01743,HH-0496,25-34,male,household_head,worker,casual_labor
P-01744,HH-0497,25-34,male,household_head,caregiver,other
P-01745,HH-0497,45-54,male,adult,worker,retail_trade
P-01746,HH-0497,18-24,male,adult,caregiver,retail_trade
P-01747,HH-0497,35-44,male,adult,worker,retail_trade
P-01748,HH-0497,13-17,female,child,student,school
P-01749,HH-0498,35-44,female,household_head,worker,livestock
P-01750,HH-0498,65+,female,adult,caregiver,home_care
P-01751,HH-0498,0-5,male,child,dependent,livestock
P-01752,HH-0498,18-24,male,adult,caregiver,casual_labor
P-01753,HH-0498,13-17,female,child,student,school
P-01754,HH-0499,45-54,male,household_head,worker,casual_labor
P-01755,HH-0500,35-44,male,household_head,caregiver,casual_labor
P-01756,HH-0500,13-17,male,child,student,retail_trade
P-01757,HH-0500,18-24,male,adult,worker,home_care
P-01758,HH-0500,45-54,female,adult,worker,school
P-01759,HH-0500,6-12,male,child,student,restaurant_work
P-01760,HH-0500,6-12,female,child,student,livestock
P-01761,HH-0501,35-44,female,household_head,worker,home_care
P-01762,HH-0501,13-17,male,child,student,home_care
P-01763,HH-0501,13-17,female,child,student,home_care
P-01764,HH-0501,0-5,female,child,dependent,livestock
P-01765,HH-0502,35-44,female,household_head,worker,livestock
P-01766,HH-0502,45-54,male,adult,worker,livestock
P-01767,HH-0502,35-44,female,adult,worker,retail_trade
P-01768,HH-0503,55-64,female,household_head,worker,livestock
P-01769,HH-0503,6-12,female,child,student,retail_trade
P-01770,HH-0503,45-54,female,adult,worker,casual_labor
P-01771,HH-0504,45-54,male,household_head,worker,livestock
P-01772,HH-0504,0-5,male,child,dependent,casual_labor
P-01773,HH-0504,13-17,male,child,student,school
P-01774,HH-0504,25-34,female,adult,worker,livestock
P-01775,HH-0504,18-24,female,adult,worker,home_care
P-01776,HH-0504,35-44,female,adult,caregiver,home_care
P-01777,HH-0505,55-64,female,household_head,worker,home_care
P-01778,HH-0506,45-54,male,household_head,worker,school
P-01779,HH-0506,13-17,female,child,student,casual_labor
P-01780,HH-0506,6-12,female,child,student,casual_labor
P-01781,HH-0506,6-12,female,child,student,school
P-01782,HH-0506,18-24,male,adult,worker,retail_trade
P-01783,HH-0506,35-44,male,adult,worker,retail_trade
P-01784,HH-0507,25-34,female,household_head,worker,livestock
P-01785,HH-0507,6-12,female,child,student,casual_labor
P-01786,HH-0507,6-12,male,child,student,school
P-01787,HH-0507,13-17,male,child,student,home_care
P-01788,HH-0507,6-12,male,child,student,casual_labor
P-01789,HH-0507,35-44,female,adult,worker,home_care
P-01790,HH-0507,13-17,female,child,student,school
P-01791,HH-0508,65+,female,household_head,dependent,retail_trade
P-01792,HH-0508,13-17,male,child,student,livestock
P-01793,HH-0508,18-24,female,adult,worker,home_care
P-01794,HH-0508,45-54,male,adult,worker,livestock
P-01795,HH-0508,65+,male,adult,dependent,casual_labor
P-01796,HH-0509,45-54,female,household_head,worker,casual_labor
P-01797,HH-0509,6-12,male,child,student,school
P-01798,HH-0509,18-24,female,adult,worker,casual_labor
P-01799,HH-0510,25-34,female,household_head,worker,restaurant_work
P-01800,HH-0510,13-17,male,child,student,livestock
P-01801,HH-0510,6-12,female,child,student,livestock
P-01802,HH-0511,45-54,female,household_head,worker,casual_labor
P-01803,HH-0512,55-64,male,household_head,worker,restaurant_work
P-01804,HH-0512,0-5,male,child,dependent,retail_trade
P-01805,HH-0512,18-24,female,adult,caregiver,livestock
P-01806,HH-0512,18-24,male,adult,worker,casual_labor
P-01807,HH-0513,25-34,female,household_head,caregiver,home_care
P-01808,HH-0514,25-34,male,household_head,worker,livestock
P-01809,HH-0514,13-17,female,child,student,casual_labor
P-01810,HH-0514,18-24,female,adult,worker,school
P-01811,HH-0515,35-44,male,household_head,worker,livestock
P-01812,HH-0516,35-44,male,household_head,worker,casual_labor
P-01813,HH-0516,18-24,male,adult,worker,retail_trade
P-01814,HH-0516,55-64,female,adult,caregiver,restaurant_work
P-01815,HH-0516,6-12,female,child,student,livestock
P-01816,HH-0517,35-44,female,household_head,caregiver,retail_trade
P-01817,HH-0518,45-54,male,household_head,worker,retail_trade
P-01818,HH-0518,6-12,male,child,student,livestock
P-01819,HH-0518,0-5,male,child,dependent,retail_trade
P-01820,HH-0518,25-34,female,adult,worker,home_care
P-01821,HH-0518,0-5,female,child,dependent,home_care
P-01822,HH-0518,25-34,female,adult,worker,retail_trade
P-01823,HH-0519,35-44,male,household_head,worker,home_care
P-01824,HH-0519,55-64,female,adult,caregiver,livestock
P-01825,HH-0519,25-34,female,adult,worker,livestock
P-01826,HH-0519,45-54,male,adult,worker,livestock
P-01827,HH-0519,18-24,female,adult,worker,retail_trade
P-01828,HH-0519,0-5,female,child,dependent,casual_labor
P-01829,HH-0520,25-34,female,household_head,worker,retail_trade
P-01830,HH-0521,45-54,female,household_head,worker,retail_trade
P-01831,HH-0521,18-24,female,adult,caregiver,livestock
P-01832,HH-0521,45-54,male,adult,worker,casual_labor
P-01833,HH-0522,25-34,male,household_head,worker,livestock
P-01834,HH-0522,25-34,male,adult,worker,livestock
P-01835,HH-0522,25-34,female,adult,worker,casual_labor
P-01836,HH-0523,45-54,male,household_head,caregiver,restaurant_work
P-01837,HH-0523,35-44,male,adult,worker,other
P-01838,HH-0523,18-24,female,adult,worker,home_care
P-01839,HH-0524,45-54,female,household_head,worker,casual_labor
P-01840,HH-0524,13-17,female,child,student,school
P-01841,HH-0524,0-5,male,child,dependent,home_care
P-01842,HH-0524,6-12,male,child,student,livestock
P-01843,HH-0525,25-34,male,household_head,worker,home_care
P-01844,HH-0526,35-44,male,household_head,worker,retail_trade
P-01845,HH-0526,6-12,female,child,student,home_care
P-01846,HH-0527,45-54,female,household_head,worker,livestock
P-01847,HH-0527,65+,male,adult,caregiver,home_care
P-01848,HH-0527,6-12,female,child,student,casual_labor
P-01849,HH-0527,13-17,male,child,student,school
P-01850,HH-0527,18-24,male,adult,worker,retail_trade
P-01851,HH-0528,35-44,male,household_head,worker,retail_trade
P-01852,HH-0528,0-5,female,child,dependent,livestock
P-01853,HH-0528,6-12,male,child,student,home_care
P-01854,HH-0528,65+,female,adult,dependent,casual_labor
P-01855,HH-0529,45-54,male,household_head,worker,casual_labor
P-01856,HH-0529,18-24,female,adult,worker,livestock
P-01857,HH-0529,25-34,female,adult,worker,restaurant_work
P-01858,HH-0529,35-44,male,adult,worker,school
P-01859,HH-0529,25-34,female,adult,worker,home_care
P-01860,HH-0530,25-34,female,household_head,worker,casual_labor
P-01861,HH-0531,45-54,female,household_head,worker,other
P-01862,HH-0532,55-64,female,household_head,worker,home_care
P-01863,HH-0532,13-17,female,child,student,casual_labor
P-01864,HH-0532,0-5,male,child,caregiver,livestock
P-01865,HH-0533,35-44,male,household_head,worker,home_care
P-01866,HH-0534,45-54,male,household_head,worker,retail_trade
P-01867,HH-0535,35-44,male,household_head,worker,casual_labor
P-01868,HH-0536,45-54,female,household_head,worker,livestock
P-01869,HH-0536,45-54,male,adult,worker,retail_trade
P-01870,HH-0536,0-5,male,child,dependent,home_care
P-01871,HH-0536,35-44,male,adult,worker,retail_trade
P-01872,HH-0536,6-12,female,child,student,school
P-01873,HH-0536,6-12,male,child,student,livestock
P-01874,HH-0537,45-54,female,household_head,worker,casual_labor
P-01875,HH-0537,6-12,female,child,student,school
P-01876,HH-0537,18-24,male,adult,caregiver,restaurant_work
P-01877,HH-0537,25-34,male,adult,worker,home_care
P-01878,HH-0537,6-12,male,child,student,casual_labor
P-01879,HH-0537,6-12,female,child,student,home_care
P-01880,HH-0538,35-44,female,household_head,caregiver,school
P-01881,HH-0538,18-24,female,adult,worker,casual_labor
P-01882,HH-0538,45-54,male,adult,worker,casual_labor
P-01883,HH-0539,55-64,female,household_head,worker,casual_labor
P-01884,HH-0539,25-34,female,adult,caregiver,livestock
P-01885,HH-0539,6-12,male,child,student,retail_trade
P-01886,HH-0539,0-5,male,child,dependent,casual_labor
P-01887,HH-0540,45-54,male,household_head,worker,restaurant_work
P-01888,HH-0540,13-17,male,child,student,school
P-01889,HH-0540,55-64,male,adult,worker,retail_trade
P-01890,HH-0540,35-44,male,adult,worker,livestock
P-01891,HH-0541,55-64,male,household_head,worker,livestock
P-01892,HH-0541,6-12,female,child,student,other
P-01893,HH-0542,25-34,female,household_head,worker,livestock
P-01894,HH-0543,45-54,female,household_head,caregiver,casual_labor
P-01895,HH-0543,13-17,male,child,student,school
P-01896,HH-0543,18-24,female,adult,worker,school
P-01897,HH-0543,45-54,male,adult,worker,casual_labor
P-01898,HH-0544,35-44,female,household_head,worker,casual_labor
P-01899,HH-0544,13-17,male,child,student,school
P-01900,HH-0544,6-12,female,child,student,retail_trade
P-01901,HH-0545,25-34,female,household_head,caregiver,restaurant_work
P-01902,HH-0545,13-17,male,child,student,school
P-01903,HH-0545,25-34,female,adult,caregiver,home_care
P-01904,HH-0545,25-34,female,adult,worker,livestock
P-01905,HH-0546,35-44,female,household_head,worker,restaurant_work
P-01906,HH-0546,25-34,female,adult,worker,livestock
P-01907,HH-0546,6-12,male,child,student,school
P-01908,HH-0546,6-12,female,child,student,retail_trade
P-01909,HH-0547,55-64,female,household_head,worker,retail_trade
P-01910,HH-0548,45-54,female,household_head,caregiver,restaurant_work
P-01911,HH-0548,13-17,female,child,student,casual_labor
P-01912,HH-0548,13-17,male,child,student,school
P-01913,HH-0549,35-44,male,household_head,worker,casual_labor
P-01914,HH-0549,35-44,female,adult,worker,retail_trade
P-01915,HH-0549,0-5,male,child,caregiver,home_care
P-01916,HH-0550,65+,male,household_head,dependent,livestock
P-01917,HH-0550,18-24,female,adult,caregiver,livestock
P-01918,HH-0551,25-34,male,household_head,worker,home_care
P-01919,HH-0551,35-44,male,adult,worker,casual_labor
P-01920,HH-0551,13-17,male,child,student,livestock
P-01921,HH-0552,45-54,male,household_head,worker,home_care
P-01922,HH-0552,55-64,male,adult,worker,home_care
P-01923,HH-0552,6-12,female,child,student,livestock
P-01924,HH-0552,13-17,male,child,student,school
P-01925,HH-0553,35-44,male,household_head,worker,home_care
P-01926,HH-0553,0-5,male,child,dependent,retail_trade
P-01927,HH-0553,65+,female,adult,dependent,restaurant_work
P-01928,HH-0553,18-24,female,adult,worker,retail_trade
P-01929,HH-0554,25-34,male,household_head,worker,home_care
P-01930,HH-0554,13-17,female,child,student,casual_labor
P-01931,HH-0554,0-5,female,child,dependent,home_care
P-01932,HH-0554,45-54,female,adult,worker,livestock
P-01933,HH-0554,6-12,female,child,student,retail_trade
P-01934,HH-0555,35-44,female,household_head,worker,retail_trade
P-01935,HH-0556,45-54,female,household_head,worker,casual_labor
P-01936,HH-0556,35-44,male,adult,worker,restaurant_work
P-01937,HH-0556,18-24,female,adult,worker,livestock
P-01938,HH-0556,0-5,female,child,dependent,restaurant_work
P-01939,HH-0557,55-64,female,household_head,worker,livestock
P-01940,HH-0557,65+,male,adult,dependent,restaurant_work
P-01941,HH-0557,0-5,female,child,dependent,restaurant_work
P-01942,HH-0557,45-54,male,adult,caregiver,home_care
P-01943,HH-0557,6-12,female,child,student,school
P-01944,HH-0557,6-12,male,child,student,casual_labor
P-01945,HH-0558,25-34,male,household_head,worker,restaurant_work
P-01946,HH-0558,13-17,female,child,student,other
P-01947,HH-0558,6-12,female,child,student,school
P-01948,HH-0558,13-17,male,child,student,retail_trade
P-01949,HH-0558,0-5,male,child,dependent,retail_trade
P-01950,HH-0559,45-54,male,household_head,worker,home_care
P-01951,HH-0559,35-44,male,adult,worker,school
P-01952,HH-0559,25-34,male,adult,worker,livestock
P-01953,HH-0559,6-12,male,child,student,school
P-01954,HH-0559,6-12,female,child,student,livestock
P-01955,HH-0559,18-24,female,adult,worker,home_care
P-01956,HH-0559,18-24,female,adult,worker,retail_trade
P-01957,HH-0560,35-44,female,household_head,worker,home_care
P-01958,HH-0560,6-12,female,child,student,livestock
P-01959,HH-0560,35-44,female,adult,worker,livestock
P-01960,HH-0560,0-5,female,child,dependent,home_care
P-01961,HH-0560,13-17,male,child,student,retail_trade
P-01962,HH-0561,25-34,male,household_head,worker,livestock
P-01963,HH-0561,13-17,male,child,student,livestock
P-01964,HH-0561,13-17,male,child,student,home_care
P-01965,HH-0562,35-44,female,household_head,worker,casual_labor
P-01966,HH-0563,45-54,male,household_head,caregiver,casual_labor
P-01967,HH-0563,25-34,female,adult,worker,casual_labor
P-01968,HH-0563,6-12,female,child,student,casual_labor
P-01969,HH-0563,25-34,male,adult,worker,casual_labor
P-01970,HH-0563,65+,female,adult,dependent,restaurant_work
P-01971,HH-0563,13-17,male,child,student,school
P-01972,HH-0563,35-44,male,adult,worker,home_care
P-01973,HH-0564,25-34,female,household_head,worker,school
P-01974,HH-0564,35-44,male,adult,worker,home_care
P-01975,HH-0564,13-17,female,child,student,other
P-01976,HH-0564,6-12,male,child,student,livestock
P-01977,HH-0564,25-34,male,adult,worker,retail_trade
P-01978,HH-0564,6-12,male,child,student,livestock
P-01979,HH-0565,35-44,female,household_head,worker,retail_trade
P-01980,HH-0565,18-24,male,adult,caregiver,other
P-01981,HH-0566,35-44,male,household_head,worker,other
P-01982,HH-0567,45-54,male,household_head,worker,livestock
P-01983,HH-0567,18-24,male,adult,worker,casual_labor
P-01984,HH-0567,0-5,male,child,dependent,casual_labor
P-01985,HH-0567,65+,male,adult,caregiver,livestock
P-01986,HH-0567,18-24,male,adult,worker,livestock
P-01987,HH-0568,25-34,female,household_head,worker,retail_trade
P-01988,HH-0568,18-24,female,adult,worker,casual_labor
P-01989,HH-0568,25-34,male,adult,worker,livestock
P-01990,HH-0569,25-34,female,household_head,worker,livestock
P-01991,HH-0569,6-12,male,child,student,other
P-01992,HH-0569,55-64,female,adult,worker,livestock
P-01993,HH-0570,55-64,male,household_head,caregiver,retail_trade
P-01994,HH-0570,18-24,female,adult,worker,livestock
P-01995,HH-0570,6-12,male,child,student,livestock
P-01996,HH-0570,18-24,male,adult,worker,home_care
P-01997,HH-0570,6-12,male,child,student,livestock
P-01998,HH-0570,18-24,male,adult,worker,livestock
P-01999,HH-0571,55-64,female,household_head,worker,casual_labor
P-02000,HH-0571,6-12,male,child,student,casual_labor
